unit,wins,make_playoffs,win_finals
bos,59,1,0.19899999999999998
phi,55,0.998,0.102
den,53,0.9990000000000001,0.11
min,49,0.982,0.063
dal,49,0.9740000000000001,0.042
gs,48,0.978,0.08199999999999999
mil,48,0.927,0.098
cle,47,0.895,0.053
atl,46,0.838,0.027000000000000003
mia,45,0.809,0.031
lac,45,0.885,0.076
bkn,44,0.7559999999999999,0.017
ny,44,0.7340000000000001,0.015
okc,42,0.69,0.011000000000000001
ind,42,0.562,0.01
lal,41,0.634,0.026000000000000002
phx,41,0.589,0.013000000000000001
no,39,0.374,0.006999999999999999
sac,38,0.366,0.009000000000000001
tor,38,0.221,0.002
hou,37,0.262,0.003
orl,36,0.129,0.001
chi,36,0.11699999999999999,0.001
mem,35,0.149,0.002
uta,35,0.11599999999999999,0.002
cha,30,0.008,0
wsh,29,0.005,0
por,28,0.004,0
det,27,0.001,0
sa,23,0,0
