unit,wins,make_playoffs,win_finals
bos,65,1,0.512
min,57,1,0.07200000000000001
okc,57,1,0.031
den,56,1,0.054000000000000006
lac,52,1,0.055
mil,52,1,0.12
cle,50,1,0.049
no,50,0.9840000000000001,0.008
dal,50,0.9890000000000001,0.032
ny,49,0.998,0.022000000000000002
orl,47,0.975,0.001
phx,47,0.746,0.006
ind,46,0.948,0.003
mia,46,0.941,0.006999999999999999
sac,46,0.469,0.001
lal,46,0.44,0.009000000000000001
gs,45,0.33899999999999997,0.012
phi,44,0.848,0.006999999999999999
hou,42,0.032,0
chi,39,0.107,0
atl,38,0.183,0
bkn,33,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
por,21,0,0
sa,20,0,0
cha,19,0,0
wsh,16,0,0
det,15,0,0
