unit,wins,make_playoffs,win_finals
bos,66,1,0.511
den,57,1,0.067
okc,57,1,0.026000000000000002
min,56,1,0.065
lac,52,0.997,0.065
mil,52,1,0.10800000000000001
cle,52,1,0.06
no,50,0.981,0.013000000000000001
ny,50,0.9990000000000001,0.018000000000000002
dal,48,0.925,0.025
orl,48,0.986,0.002
sac,47,0.7559999999999999,0.005
phx,46,0.67,0.005
ind,45,0.8959999999999999,0.003
mia,45,0.9159999999999999,0.004
lal,45,0.39299999999999996,0.01
phi,44,0.8909999999999999,0.009000000000000001
gs,44,0.26899999999999996,0.006999999999999999
hou,40,0.009000000000000001,0
chi,40,0.16,0
atl,36,0.147,0
uta,33,0,0
bkn,32,0.005,0
mem,28,0,0
tor,27,0,0
por,23,0,0
cha,19,0,0
sa,19,0,0
det,15,0,0
wsh,15,0,0
