unit,wins,make_playoffs,win_finals
bos,66,1,0.513
den,57,1,0.061
okc,56,1,0.024
min,55,1,0.061
lac,53,1,0.086
cle,52,1,0.057999999999999996
mil,51,1,0.095
no,50,0.953,0.009000000000000001
ny,48,0.995,0.015
orl,48,0.982,0.002
dal,48,0.8490000000000001,0.025
sac,48,0.8240000000000001,0.006999999999999999
phx,47,0.693,0.006
mia,45,0.934,0.006999999999999999
ind,45,0.9009999999999999,0.004
lal,45,0.413,0.01
phi,44,0.882,0.009000000000000001
gs,44,0.265,0.006999999999999999
chi,39,0.16399999999999998,0
hou,38,0.002,0
atl,35,0.114,0
uta,35,0,0
bkn,33,0.027999999999999997,0
tor,27,0,0
mem,27,0,0
por,23,0,0
cha,20,0,0
sa,19,0,0
det,16,0,0
wsh,16,0,0
