unit,wins,make_playoffs,win_finals
mil,59,1,0.09
bos,56,1,0.34600000000000003
phi,54,1,0.115
den,54,1,0.027999999999999997
mem,51,1,0.102
cle,51,1,0.044000000000000004
sac,49,1,0.011000000000000001
ny,48,1,0.091
phx,46,1,0.026000000000000002
bkn,45,0.997,0.001
mia,44,0.8079999999999999,0.001
lac,43,0.985,0.10099999999999999
gs,43,0.914,0.006999999999999999
lal,43,0.9,0.027000000000000003
no,42,0.615,0.003
atl,42,0.6829999999999999,0.001
min,41,0.446,0.002
tor,41,0.33299999999999996,0.003
dal,40,0.095,0.001
chi,39,0.18,0.001
okc,39,0.045,0
uta,36,0,0
orl,35,0,0
wsh,35,0,0
ind,35,0,0
por,34,0,0
cha,27,0,0
sa,21,0,0
hou,21,0,0
det,16,0,0
