unit,wins,make_playoffs,win_finals
mil,58,1,0.166
bos,57,1,0.2
den,54,1,0.067
phi,54,1,0.121
cle,51,1,0.055999999999999994
mem,49,1,0.038
sac,48,1,0.015
ny,48,0.9990000000000001,0.06
bkn,47,0.993,0.005
phx,45,0.987,0.025
lac,45,0.991,0.207
mia,43,0.708,0.002
gs,43,0.8290000000000001,0.013999999999999999
dal,42,0.768,0.013000000000000001
atl,42,0.611,0.001
lal,41,0.544,0.006999999999999999
tor,40,0.371,0.002
min,40,0.34600000000000003,0.002
no,40,0.258,0
chi,39,0.25,0.002
okc,39,0.11900000000000001,0
uta,38,0.10300000000000001,0
wsh,38,0.055,0
por,37,0.055999999999999994,0
ind,36,0.013000000000000001,0
orl,33,0,0
cha,25,0,0
sa,20,0,0
hou,18,0,0
det,17,0,0
