unit,wins,make_playoffs,win_finals
bos,66,1,0.523
den,57,1,0.083
min,57,1,0.071
okc,56,1,0.022000000000000002
lac,52,1,0.059000000000000004
dal,51,1,0.032
mil,49,1,0.09300000000000001
ny,48,0.998,0.009000000000000001
no,48,0.868,0.005
cle,48,0.998,0.039
phx,48,0.856,0.008
orl,48,0.966,0.002
ind,47,0.978,0.006
sac,47,0.551,0.002
lal,47,0.392,0.01
phi,46,0.914,0.015
gs,46,0.33299999999999996,0.01
mia,46,0.889,0.011000000000000001
hou,40,0,0
chi,39,0.10400000000000001,0
atl,38,0.152,0
bkn,32,0,0
uta,30,0,0
mem,28,0,0
tor,26,0,0
por,22,0,0
sa,20,0,0
cha,19,0,0
wsh,15,0,0
det,14,0,0
