unit,wins,make_playoffs,win_finals
bos,56,0.9990000000000001,0.187
phi,55,0.998,0.10300000000000001
mil,53,0.993,0.166
okc,50,0.97,0.033
min,50,0.9670000000000001,0.068
phx,49,0.9390000000000001,0.036000000000000004
den,48,0.941,0.081
mia,48,0.884,0.035
atl,47,0.8320000000000001,0.026000000000000002
cle,46,0.727,0.034
ny,45,0.693,0.012
bkn,45,0.667,0.013000000000000001
ind,44,0.595,0.011000000000000001
gs,44,0.728,0.045
lac,44,0.711,0.067
no,44,0.679,0.016
dal,43,0.6409999999999999,0.018000000000000002
lal,43,0.614,0.025
sac,43,0.603,0.019
orl,43,0.429,0.003
tor,39,0.18,0.001
hou,38,0.188,0.002
mem,32,0.015,0
uta,31,0.005,0
chi,30,0.002,0
cha,28,0.001,0
por,24,0,0
wsh,24,0,0
det,23,0,0
sa,18,0,0
