unit,wins,make_playoffs,win_finals
mil,58,1,0.146
bos,56,1,0.163
phi,54,1,0.177
den,54,1,0.055999999999999994
cle,51,1,0.064
mem,51,1,0.062
sac,49,1,0.012
ny,48,0.9990000000000001,0.057999999999999996
lac,45,0.993,0.196
bkn,45,0.937,0.001
phx,44,0.9590000000000001,0.022000000000000002
mia,44,0.8340000000000001,0.003
gs,42,0.797,0.01
dal,42,0.784,0.009000000000000001
tor,41,0.516,0.003
min,41,0.563,0.006
lal,41,0.44799999999999995,0.01
atl,40,0.33899999999999997,0
chi,40,0.355,0.002
okc,40,0.187,0
uta,40,0.172,0
no,39,0.091,0
wsh,37,0.015,0
por,36,0.006,0
ind,36,0.006,0
orl,33,0,0
cha,25,0,0
sa,21,0,0
hou,20,0,0
det,18,0,0
