unit,wins,make_playoffs,win_finals
bos,58,1,0.364
bkn,53,0.9990000000000001,0.075
mem,52,0.9990000000000001,0.11699999999999999
phi,52,0.998,0.135
cle,52,0.998,0.078
den,50,0.991,0.036000000000000004
mil,48,0.961,0.009000000000000001
no,47,0.905,0.017
dal,46,0.8809999999999999,0.03
phx,45,0.84,0.055
lac,45,0.7929999999999999,0.025
gs,44,0.76,0.024
mia,44,0.8290000000000001,0.015
sac,43,0.5589999999999999,0.004
ny,43,0.674,0.005
ind,42,0.642,0.002
uta,42,0.49200000000000005,0.004
por,42,0.489,0.003
atl,40,0.345,0.001
min,39,0.19,0.001
wsh,39,0.22399999999999998,0
tor,38,0.212,0.001
lal,38,0.102,0.001
chi,37,0.11800000000000001,0
okc,30,0,0
orl,28,0,0
cha,26,0,0
sa,24,0,0
det,23,0,0
hou,22,0,0
