unit,wins,make_playoffs,win_finals
bos,58,1,0.204
phi,56,1,0.126
den,53,0.998,0.11699999999999999
mil,52,0.982,0.13
min,51,0.985,0.063
okc,51,0.982,0.031
mia,49,0.925,0.039
phx,47,0.9059999999999999,0.026000000000000002
bkn,46,0.813,0.017
ny,46,0.7979999999999999,0.013000000000000001
orl,45,0.6859999999999999,0.008
gs,45,0.7979999999999999,0.049
no,45,0.768,0.017
cle,45,0.7040000000000001,0.027999999999999997
atl,44,0.648,0.016
lac,44,0.75,0.064
sac,43,0.586,0.016
dal,42,0.527,0.012
ind,41,0.35600000000000004,0.005
lal,41,0.457,0.017
hou,39,0.22399999999999998,0.002
tor,37,0.084,0
mem,32,0.019,0.001
chi,30,0.002,0
cha,29,0.002,0
uta,28,0.001,0
por,26,0,0
wsh,25,0,0
det,20,0,0
sa,18,0,0
