unit,wins,make_playoffs,win_finals
bos,58,1,0.187
phi,55,0.997,0.099
mil,53,0.996,0.152
den,52,0.9890000000000001,0.094
min,51,0.976,0.069
okc,49,0.9490000000000001,0.025
cle,49,0.9520000000000001,0.057
mia,47,0.884,0.032
phx,46,0.838,0.024
ny,46,0.7979999999999999,0.013999999999999999
dal,45,0.794,0.023
gs,45,0.8079999999999999,0.055
lac,45,0.794,0.069
atl,45,0.7290000000000001,0.022000000000000002
bkn,44,0.667,0.012
no,44,0.631,0.016
ind,43,0.606,0.008
lal,43,0.598,0.027000000000000003
sac,42,0.474,0.012
orl,39,0.25,0.001
tor,36,0.111,0.001
hou,36,0.091,0.001
mem,34,0.046,0.001
uta,32,0.013999999999999999,0
chi,31,0.008,0
cha,28,0.002,0
wsh,26,0,0
det,24,0,0
por,23,0,0
sa,18,0,0
