unit,wins,make_playoffs,win_finals
mil,58,1,0.134
bos,56,1,0.23
den,55,1,0.077
phi,53,1,0.135
mem,52,1,0.11199999999999999
cle,52,1,0.077
sac,49,1,0.008
ny,47,0.9990000000000001,0.047
bkn,45,0.976,0.001
phx,44,0.99,0.03
gs,43,0.9109999999999999,0.008
mia,43,0.774,0.001
lac,43,0.922,0.11800000000000001
min,43,0.883,0.006999999999999999
tor,41,0.49700000000000005,0.003
lal,41,0.466,0.009000000000000001
atl,41,0.363,0
no,41,0.369,0.001
dal,40,0.337,0.002
chi,40,0.38799999999999996,0.002
okc,40,0.11599999999999999,0
uta,37,0.006999999999999999,0
wsh,37,0.003,0
ind,35,0,0
orl,34,0,0
por,34,0,0
cha,27,0,0
sa,20,0,0
hou,20,0,0
det,17,0,0
