unit,wins,make_playoffs,win_finals
bos,58,1,0.249
mil,57,1,0.10800000000000001
den,56,1,0.094
phi,52,1,0.025
cle,51,0.9990000000000001,0.051
mem,49,0.997,0.02
lac,48,0.9990000000000001,0.355
bkn,47,0.972,0.003
ny,47,0.9790000000000001,0.054000000000000006
dal,45,0.9490000000000001,0.013999999999999999
mia,44,0.86,0.006
sac,44,0.889,0.002
phx,44,0.893,0.008
gs,42,0.5870000000000001,0.005
no,41,0.499,0.001
tor,41,0.467,0.003
lal,41,0.42,0.002
atl,40,0.401,0.001
min,40,0.35600000000000004,0
wsh,39,0.243,0
uta,39,0.19899999999999998,0
por,38,0.124,0
okc,38,0.087,0
chi,37,0.068,0
ind,35,0.009000000000000001,0
orl,34,0.003,0
cha,24,0,0
det,21,0,0
sa,19,0,0
hou,18,0,0
