unit,wins,make_playoffs,win_finals
mil,59,1,0.184
bos,56,1,0.179
phi,54,1,0.125
den,54,1,0.063
cle,51,1,0.066
mem,50,1,0.042
ny,48,0.9990000000000001,0.066
sac,48,0.9990000000000001,0.01
bkn,47,0.985,0.003
lac,45,0.99,0.201
phx,44,0.961,0.02
mia,43,0.7809999999999999,0.002
gs,43,0.889,0.015
lal,41,0.621,0.009000000000000001
dal,41,0.586,0.006
atl,41,0.445,0
min,41,0.5589999999999999,0.006
tor,41,0.46399999999999997,0.002
okc,40,0.17300000000000001,0
chi,39,0.262,0.001
no,39,0.129,0
uta,38,0.071,0
wsh,38,0.053,0
por,37,0.023,0
ind,36,0.013000000000000001,0
orl,33,0,0
cha,25,0,0
sa,21,0,0
hou,20,0,0
det,18,0,0
