unit,wins,make_playoffs,win_finals
bos,63,1,0.287
okc,56,1,0.028999999999999998
lac,56,1,0.192
den,55,1,0.098
min,54,1,0.049
phi,54,1,0.067
cle,53,0.9990000000000001,0.076
mil,52,0.9990000000000001,0.114
no,50,0.988,0.02
ny,49,0.9840000000000001,0.006999999999999999
ind,46,0.94,0.011000000000000001
mia,44,0.882,0.008
dal,44,0.733,0.009000000000000001
phx,43,0.609,0.005
uta,42,0.45799999999999996,0.004
sac,42,0.445,0.004
gs,42,0.498,0.016
orl,42,0.637,0.001
lal,39,0.191,0.003
chi,39,0.29,0
hou,38,0.076,0
tor,36,0.107,0
bkn,35,0.111,0
atl,34,0.051,0
mem,33,0.003,0
por,22,0,0
cha,19,0,0
sa,18,0,0
wsh,17,0,0
det,15,0,0
