unit,wins,make_playoffs,win_finals
bos,58,1,0.364
bkn,53,0.9990000000000001,0.079
mem,52,0.998,0.124
cle,51,0.997,0.081
den,51,0.995,0.048
phi,50,0.997,0.11699999999999999
mil,47,0.95,0.009000000000000001
no,46,0.883,0.015
phx,45,0.865,0.046
dal,45,0.831,0.024
mia,44,0.856,0.017
gs,44,0.7879999999999999,0.03
lac,44,0.726,0.022000000000000002
ny,43,0.758,0.006
sac,43,0.5579999999999999,0.003
ind,43,0.664,0.002
uta,42,0.47200000000000003,0.004
por,41,0.41600000000000004,0.003
lal,40,0.228,0.001
min,40,0.24,0.002
atl,39,0.285,0.001
chi,38,0.226,0
tor,37,0.151,0
wsh,37,0.11699999999999999,0
okc,31,0.001,0
orl,27,0,0
cha,27,0,0
sa,24,0,0
det,22,0,0
hou,22,0,0
