unit,wins,make_playoffs,win_finals
bos,58,1,0.344
mem,53,1,0.11900000000000001
den,53,0.9990000000000001,0.07
cle,52,0.9990000000000001,0.1
bkn,52,0.998,0.057
phi,50,0.996,0.13
mil,48,0.973,0.013000000000000001
no,47,0.948,0.023
dal,45,0.855,0.018000000000000002
mia,44,0.86,0.018000000000000002
sac,44,0.8109999999999999,0.015
ny,44,0.7709999999999999,0.006
lac,43,0.698,0.02
phx,43,0.718,0.034
gs,43,0.677,0.017
ind,41,0.516,0.001
uta,41,0.415,0.003
por,40,0.358,0.002
atl,40,0.373,0.003
lal,40,0.252,0.003
tor,40,0.332,0.001
min,40,0.262,0.003
chi,37,0.138,0
wsh,35,0.044000000000000004,0
okc,34,0.008,0
orl,29,0,0
cha,27,0,0
sa,24,0,0
det,22,0,0
hou,21,0,0
