unit,wins,make_playoffs,win_finals
bos,58,1,0.249
mil,58,1,0.134
den,56,1,0.086
phi,52,1,0.026000000000000002
cle,50,0.9990000000000001,0.039
mem,48,0.995,0.021
lac,48,0.998,0.35100000000000003
ny,47,0.991,0.053
bkn,46,0.9329999999999999,0.001
sac,46,0.9440000000000001,0.003
dal,45,0.955,0.013999999999999999
phx,44,0.9109999999999999,0.008
mia,44,0.7909999999999999,0.003
gs,42,0.635,0.006
atl,42,0.5539999999999999,0.001
no,41,0.498,0.001
lal,41,0.44299999999999995,0.003
tor,40,0.39399999999999996,0.001
min,39,0.242,0
uta,39,0.20199999999999999,0
wsh,39,0.18,0
chi,38,0.15,0
por,38,0.11699999999999999,0
okc,38,0.06,0
ind,34,0.006,0
orl,34,0.003,0
cha,26,0,0
det,21,0,0
sa,19,0,0
hou,18,0,0
