unit,wins,make_playoffs,win_finals
bos,62,1,0.29100000000000004
lac,57,1,0.209
cle,57,1,0.122
okc,55,1,0.022000000000000002
den,54,1,0.069
min,54,1,0.061
ny,52,1,0.017
no,50,0.986,0.023
mil,50,0.9990000000000001,0.092
phi,47,0.982,0.026000000000000002
phx,47,0.8640000000000001,0.01
ind,46,0.9620000000000001,0.013000000000000001
sac,44,0.532,0.003
dal,43,0.485,0.006
gs,43,0.49200000000000005,0.02
orl,43,0.826,0.001
lal,42,0.337,0.006999999999999999
mia,42,0.8190000000000001,0.006
uta,42,0.273,0.004
hou,38,0.031,0
atl,36,0.19,0.001
chi,36,0.107,0
bkn,34,0.09,0
tor,32,0.024,0
mem,30,0,0
por,25,0,0
det,17,0,0
cha,17,0,0
sa,17,0,0
wsh,17,0,0
