unit,wins,make_playoffs,win_finals
bos,60,1,0.428
cle,51,0.998,0.07200000000000001
phi,51,0.998,0.105
bkn,50,0.996,0.03
phx,50,0.9840000000000001,0.113
mil,49,0.988,0.021
den,49,0.9670000000000001,0.031
mem,49,0.958,0.047
dal,47,0.9359999999999999,0.068
no,47,0.888,0.015
lac,47,0.903,0.032
uta,44,0.672,0.006
por,43,0.5870000000000001,0.004
ny,42,0.711,0.005
gs,42,0.48200000000000004,0.008
mia,42,0.6679999999999999,0.006
sac,41,0.359,0.002
atl,41,0.589,0.003
tor,40,0.431,0.002
min,40,0.217,0.002
ind,39,0.368,0
lal,36,0.049,0
wsh,36,0.136,0
chi,36,0.114,0
okc,30,0,0
orl,30,0.002,0
cha,28,0.001,0
hou,25,0,0
sa,24,0,0
det,20,0,0
