unit,wins,make_playoffs,win_finals
bos,64,1,0.28800000000000003
okc,57,1,0.14
den,57,1,0.10800000000000001
min,56,1,0.081
lac,52,1,0.055999999999999994
dal,50,1,0.047
ny,50,1,0.03
no,50,0.9740000000000001,0.016
mil,49,1,0.018000000000000002
cle,49,1,0.057
phx,48,0.882,0.011000000000000001
orl,47,0.946,0.006999999999999999
ind,47,0.975,0.021
phi,47,0.9279999999999999,0.044000000000000004
lal,46,0.451,0.004
mia,46,0.889,0.068
sac,46,0.465,0.002
gs,46,0.228,0.001
hou,40,0,0
chi,39,0.16699999999999998,0
atl,36,0.095,0
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
sa,22,0,0
por,21,0,0
cha,20,0,0
wsh,15,0,0
det,14,0,0
