unit,wins,make_playoffs,win_finals
mil,58,1,0.13699999999999998
bos,56,1,0.204
phi,55,1,0.19399999999999998
den,54,1,0.063
cle,52,1,0.068
mem,51,1,0.07
sac,49,1,0.008
ny,48,0.9990000000000001,0.047
bkn,44,0.9109999999999999,0.001
mia,44,0.9009999999999999,0.003
lac,44,0.9440000000000001,0.15
phx,43,0.9109999999999999,0.016
gs,43,0.856,0.012
min,41,0.672,0.005
dal,41,0.594,0.006999999999999999
lal,41,0.488,0.009000000000000001
okc,41,0.32799999999999996,0
tor,40,0.441,0.002
atl,40,0.381,0
chi,39,0.332,0.002
no,39,0.109,0
uta,39,0.092,0
por,37,0.006,0
ind,36,0.027000000000000003,0
wsh,36,0.006999999999999999,0
orl,34,0,0
cha,25,0,0
sa,20,0,0
hou,20,0,0
det,18,0,0
