unit,wins,make_playoffs,win_finals
bos,64,1,0.348
den,57,1,0.12
okc,57,1,0.132
min,56,1,0.057999999999999996
lac,51,1,0.04
dal,50,1,0.061
ny,50,1,0.026000000000000002
no,49,0.848,0.011000000000000001
mil,49,1,0.015
phx,49,1,0.013999999999999999
cle,48,1,0.042
ind,47,1,0.024
lal,47,0.782,0.008
orl,47,1,0.004
phi,47,0.9,0.037000000000000005
gs,46,0.17800000000000002,0.001
mia,46,0.88,0.059000000000000004
sac,46,0.192,0.001
hou,41,0,0
chi,39,0.138,0
atl,36,0.08199999999999999,0
bkn,32,0,0
uta,31,0,0
mem,27,0,0
tor,25,0,0
sa,22,0,0
por,21,0,0
cha,21,0,0
wsh,15,0,0
det,14,0,0
