unit,wins,make_playoffs,win_finals
bos,64,1,0.275
phi,59,1,0.126
mil,56,1,0.158
den,54,1,0.094
min,54,0.9990000000000001,0.057999999999999996
okc,53,0.998,0.024
mia,49,0.98,0.028999999999999998
lac,49,0.981,0.098
cle,47,0.938,0.032
gs,46,0.887,0.046
ny,46,0.851,0.003
no,45,0.789,0.01
dal,43,0.6559999999999999,0.009000000000000001
orl,43,0.5870000000000001,0.002
bkn,42,0.623,0.005
sac,42,0.565,0.006999999999999999
lal,42,0.525,0.012
ind,41,0.48,0.003
phx,40,0.358,0.004
atl,40,0.373,0.005
hou,39,0.221,0.001
chi,37,0.094,0
tor,36,0.073,0
mem,33,0.017,0
uta,32,0.005,0
por,25,0,0
cha,23,0,0
wsh,21,0,0
sa,14,0,0
det,14,0,0
