unit,wins,make_playoffs,win_finals
bos,58,1,0.19399999999999998
phi,57,1,0.12300000000000001
mil,54,0.995,0.153
den,52,0.993,0.10300000000000001
min,51,0.985,0.069
okc,49,0.945,0.024
phx,48,0.929,0.028999999999999998
mia,48,0.877,0.032
bkn,47,0.8290000000000001,0.018000000000000002
cle,47,0.847,0.04
orl,45,0.657,0.005
ny,45,0.6759999999999999,0.01
no,45,0.7240000000000001,0.018000000000000002
dal,44,0.711,0.018000000000000002
lac,44,0.726,0.068
atl,44,0.593,0.012
gs,44,0.696,0.04
sac,43,0.5660000000000001,0.015
lal,42,0.532,0.021
ind,42,0.38,0.005
hou,39,0.185,0.002
tor,39,0.145,0.001
mem,31,0.006999999999999999,0
chi,30,0.002,0
uta,30,0.002,0
cha,26,0,0
por,25,0,0
wsh,25,0,0
det,20,0,0
sa,18,0,0
