unit,wins,make_playoffs,win_finals
mil,58,1,0.153
bos,56,1,0.22
den,55,1,0.052000000000000005
phi,54,1,0.134
cle,52,1,0.071
mem,51,1,0.111
sac,50,1,0.009000000000000001
ny,47,1,0.047
bkn,45,0.991,0.001
phx,45,0.997,0.024
lac,44,0.9790000000000001,0.147
gs,43,0.898,0.008
mia,43,0.76,0
min,42,0.789,0.005
lal,42,0.69,0.012
tor,41,0.5329999999999999,0.004
atl,41,0.409,0
no,41,0.325,0.001
dal,40,0.205,0.001
okc,40,0.107,0
chi,40,0.303,0.001
uta,38,0.01,0
wsh,37,0.004,0
ind,35,0,0
orl,34,0,0
por,34,0,0
cha,27,0,0
sa,20,0,0
hou,20,0,0
det,17,0,0
