unit,wins,make_playoffs,win_finals
bos,66,1,0.45799999999999996
okc,56,1,0.03
min,56,1,0.07
den,54,1,0.046
lac,53,1,0.094
cle,53,1,0.057
mil,52,1,0.129
no,50,0.972,0.013000000000000001
orl,48,0.963,0.001
ny,48,0.975,0.011000000000000001
mia,47,0.96,0.012
phi,46,0.9490000000000001,0.021
dal,46,0.7090000000000001,0.017
phx,46,0.6459999999999999,0.006
sac,46,0.614,0.004
gs,45,0.532,0.013000000000000001
lal,45,0.526,0.016
ind,44,0.856,0.004
chi,39,0.141,0
hou,36,0.001,0
atl,36,0.125,0
uta,35,0,0
bkn,33,0.03,0
tor,29,0.002,0
mem,27,0,0
por,23,0,0
cha,19,0,0
sa,19,0,0
det,16,0,0
wsh,15,0,0
