unit,wins,make_playoffs,win_finals
mil,58,1,0.106
bos,57,1,0.331
den,54,1,0.040999999999999995
phi,54,1,0.12
mem,52,1,0.10800000000000001
cle,51,1,0.05
sac,49,1,0.006999999999999999
ny,48,1,0.068
bkn,46,0.998,0.002
phx,46,1,0.027000000000000003
mia,43,0.7859999999999999,0.001
gs,43,0.9159999999999999,0.006999999999999999
lac,43,0.951,0.08800000000000001
lal,42,0.903,0.028999999999999998
no,42,0.736,0.005
tor,41,0.457,0.004
atl,41,0.358,0
min,41,0.364,0
chi,40,0.401,0.004
dal,39,0.07,0.001
okc,39,0.057,0
uta,37,0.003,0
wsh,36,0,0
ind,35,0,0
orl,35,0,0
por,34,0,0
cha,27,0,0
sa,21,0,0
hou,20,0,0
det,17,0,0
