unit,wins,make_playoffs,win_finals
bos,66,1,0.526
okc,57,1,0.023
den,56,1,0.057999999999999996
min,56,1,0.065
cle,52,1,0.064
mil,52,1,0.106
lac,52,0.998,0.066
no,50,0.977,0.008
ny,49,0.9990000000000001,0.016
dal,48,0.9,0.026000000000000002
orl,48,0.986,0.001
sac,47,0.748,0.006
phx,46,0.6759999999999999,0.005
mia,45,0.915,0.005
lal,45,0.419,0.01
ind,45,0.8909999999999999,0.003
phi,44,0.895,0.008
gs,44,0.278,0.005
chi,40,0.165,0
hou,39,0.004,0
atl,36,0.14400000000000002,0
uta,34,0,0
bkn,32,0.006,0
tor,27,0,0
mem,27,0,0
por,23,0,0
sa,20,0,0
cha,19,0,0
det,16,0,0
wsh,15,0,0
