unit,wins,make_playoffs,win_finals
mil,58,1,0.08900000000000001
bos,57,1,0.313
den,54,1,0.037000000000000005
phi,54,1,0.127
mem,52,1,0.11199999999999999
cle,52,1,0.067
sac,50,1,0.008
ny,47,1,0.05
bkn,45,0.992,0.001
phx,45,0.998,0.027000000000000003
lac,44,0.966,0.141
gs,43,0.9179999999999999,0.008
mia,43,0.76,0.001
min,42,0.718,0.004
lal,42,0.652,0.01
no,42,0.507,0.002
tor,41,0.522,0.002
atl,41,0.425,0
dal,40,0.16699999999999998,0.001
okc,40,0.07200000000000001,0
chi,40,0.299,0.001
uta,38,0.003,0
wsh,36,0.003,0
ind,35,0,0
orl,35,0,0
por,33,0,0
cha,27,0,0
sa,20,0,0
hou,20,0,0
det,17,0,0
