unit,wins,make_playoffs,win_finals
mil,58,1,0.08900000000000001
bos,56,1,0.34600000000000003
den,53,1,0.04
phi,53,1,0.085
cle,52,1,0.078
mem,52,1,0.106
sac,49,1,0.012
ny,48,1,0.071
phx,46,1,0.022000000000000002
bkn,46,0.997,0.001
mia,45,0.835,0.002
gs,43,0.9540000000000001,0.008
lac,43,0.981,0.1
lal,42,0.878,0.03
no,42,0.594,0.002
atl,42,0.688,0.001
min,41,0.473,0.001
tor,41,0.307,0.002
dal,39,0.059000000000000004,0.001
chi,39,0.17300000000000001,0.001
okc,39,0.062,0
uta,36,0,0
ind,35,0,0
wsh,35,0,0
orl,34,0,0
por,33,0,0
cha,26,0,0
sa,21,0,0
hou,21,0,0
det,16,0,0
