unit,wins,make_playoffs,win_finals
bos,65,1,0.384
okc,58,1,0.036000000000000004
min,57,1,0.081
cle,55,1,0.09300000000000001
lac,54,1,0.11
den,53,0.9990000000000001,0.052000000000000005
mil,51,0.9990000000000001,0.11800000000000001
ny,49,0.99,0.017
no,48,0.907,0.011000000000000001
dal,47,0.8140000000000001,0.024
orl,47,0.948,0.002
phx,47,0.746,0.008
mia,46,0.955,0.01
sac,46,0.599,0.005
phi,45,0.93,0.015
gs,45,0.5670000000000001,0.018000000000000002
ind,44,0.877,0.005
lal,44,0.36700000000000005,0.009000000000000001
chi,37,0.111,0
atl,36,0.154,0.001
uta,36,0.001,0
hou,35,0.002,0
tor,32,0.025,0
bkn,31,0.011000000000000001,0
mem,29,0,0
por,21,0,0
cha,20,0,0
sa,17,0,0
det,17,0,0
wsh,15,0,0
