unit,wins,make_playoffs,win_finals
bos,66,1,0.506
okc,56,1,0.027999999999999997
den,56,1,0.06
min,56,1,0.059000000000000004
lac,53,0.9990000000000001,0.084
cle,51,1,0.052000000000000005
mil,51,1,0.095
no,50,0.975,0.012
ny,48,0.9890000000000001,0.017
dal,48,0.8440000000000001,0.027999999999999997
sac,47,0.731,0.005
phx,47,0.662,0.005
orl,47,0.96,0.002
ind,46,0.9259999999999999,0.004
lal,45,0.495,0.013999999999999999
mia,45,0.934,0.006999999999999999
phi,44,0.897,0.013000000000000001
gs,44,0.292,0.009000000000000001
chi,39,0.136,0
hou,38,0.002,0
atl,36,0.139,0
uta,34,0,0
bkn,33,0.019,0
tor,28,0,0
mem,28,0,0
por,23,0,0
cha,19,0,0
sa,19,0,0
det,17,0,0
wsh,16,0,0
