unit,wins,make_playoffs,win_finals
bos,58,1,0.402
den,53,1,0.046
phi,52,1,0.134
mem,51,0.9990000000000001,0.114
mil,50,0.996,0.019
bkn,49,0.993,0.027000000000000003
cle,49,0.992,0.046
lac,47,0.972,0.115
sac,46,0.9390000000000001,0.015
mia,46,0.9129999999999999,0.011000000000000001
gs,43,0.7040000000000001,0.013000000000000001
phx,43,0.746,0.024
ny,42,0.71,0.01
atl,42,0.688,0.006
dal,42,0.583,0.004
uta,42,0.539,0.002
min,41,0.43700000000000006,0.004
por,41,0.45299999999999996,0.005
lal,40,0.317,0.004
no,40,0.292,0.001
wsh,39,0.257,0
tor,38,0.193,0
chi,38,0.165,0
ind,37,0.09300000000000001,0
okc,36,0.02,0
orl,31,0.001,0
cha,27,0,0
sa,22,0,0
det,22,0,0
hou,21,0,0
