unit,wins,make_playoffs,win_finals
bos,62,1,0.268
min,57,1,0.091
cle,57,1,0.14400000000000002
okc,55,0.9990000000000001,0.02
lac,55,0.9990000000000001,0.158
den,52,0.993,0.045
ny,50,0.997,0.017
mil,50,0.998,0.102
no,49,0.927,0.011000000000000001
phx,48,0.8690000000000001,0.016
phi,48,0.9890000000000001,0.038
dal,47,0.785,0.027999999999999997
gs,46,0.621,0.027999999999999997
orl,44,0.8759999999999999,0.002
sac,44,0.386,0.005
lal,44,0.384,0.012
ind,44,0.8640000000000001,0.006999999999999999
mia,43,0.863,0.008
uta,39,0.031,0
chi,38,0.16399999999999998,0
atl,37,0.203,0.001
hou,37,0.005,0
bkn,34,0.043,0
tor,30,0.002,0
mem,28,0,0
por,24,0,0
sa,18,0,0
cha,17,0,0
det,17,0,0
wsh,16,0,0
