unit,wins,make_playoffs,win_finals
bos,63,1,0.285
okc,57,1,0.04
lac,55,1,0.168
den,54,1,0.08900000000000001
min,54,1,0.055
mil,53,0.998,0.121
phi,52,0.997,0.071
no,50,0.992,0.027000000000000003
cle,49,0.983,0.052000000000000005
ny,48,0.96,0.012
mia,47,0.948,0.021
ind,47,0.912,0.009000000000000001
dal,43,0.6409999999999999,0.008
gs,43,0.643,0.023
sac,43,0.63,0.006
orl,43,0.622,0.002
phx,42,0.455,0.004
uta,41,0.313,0.003
hou,39,0.159,0.001
lal,38,0.168,0.002
tor,38,0.22399999999999998,0.001
atl,37,0.15,0.001
chi,37,0.107,0
bkn,36,0.1,0
mem,30,0,0
cha,20,0,0
por,20,0,0
wsh,18,0,0
sa,18,0,0
det,13,0,0
