unit,wins,make_playoffs,win_finals
bos,64,1,0.302
lac,57,1,0.21600000000000003
cle,55,1,0.10099999999999999
okc,55,1,0.022000000000000002
den,54,1,0.068
min,54,1,0.054000000000000006
ny,52,1,0.013000000000000001
mil,52,1,0.106
phi,50,0.9990000000000001,0.038
no,48,0.9470000000000001,0.013999999999999999
ind,47,0.978,0.015
phx,45,0.785,0.009000000000000001
sac,44,0.6990000000000001,0.006999999999999999
dal,43,0.552,0.006999999999999999
orl,42,0.7859999999999999,0.001
gs,42,0.473,0.017
uta,41,0.259,0.002
lal,40,0.20600000000000002,0.003
mia,40,0.674,0.004
hou,38,0.08,0
chi,37,0.20600000000000002,0
bkn,35,0.168,0
atl,34,0.111,0
tor,34,0.08,0
mem,32,0,0
por,24,0,0
sa,18,0,0
wsh,18,0,0
cha,18,0,0
det,16,0,0
