unit,wins,make_playoffs,win_finals
bos,61,1,0.237
phi,59,1,0.13
mil,54,0.9990000000000001,0.139
min,54,0.998,0.07400000000000001
den,54,0.9990000000000001,0.1
lac,52,0.998,0.139
okc,50,0.971,0.013999999999999999
mia,48,0.9179999999999999,0.026000000000000002
ny,46,0.8370000000000001,0.003
no,46,0.831,0.012
cle,46,0.8220000000000001,0.028999999999999998
gs,45,0.8029999999999999,0.035
sac,44,0.687,0.011000000000000001
dal,44,0.69,0.01
atl,44,0.6579999999999999,0.011000000000000001
bkn,43,0.614,0.006
ind,43,0.5920000000000001,0.005
orl,42,0.439,0.002
phx,41,0.429,0.005
lal,40,0.35,0.008
hou,39,0.242,0.002
chi,37,0.084,0
tor,36,0.038,0
mem,30,0.002,0
uta,29,0,0
por,25,0,0
cha,24,0,0
wsh,22,0,0
sa,16,0,0
det,15,0,0
