Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.0,20.0,.756,0.61,-1.89,9.63,37-12,25-8,70-12,53-29,100.0%,99.4%,99.1,0.8,0.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,57.5%,39.7%
2,New York Knicks,53.0,29.0,.646,-0.49,0.33,5.55,32-17,21-12,63-19,42-40,99.9%,0.4%,0.3,34.5,28.1,21.3,13.2,2.2,0.2,0.1,NA,99.6,0.4,NA,NA,NA,,NA,14.6%,6.6%
3,Cleveland Cavaliers,52.1,29.9,.635,-0.27,-0.74,4.14,30-16,22-14,62-20,39-43,99.8%,62.8%,0.3,29.3,25.1,21.7,18,4.4,0.8,0.2,NA,98.8,1.1,0.1,NA,NA,,NA,7.8%,2.9%
4,Philadelphia 76ers,52.1,29.9,.635,-0.97,-0.02,5.29,30-17,22-13,62-20,43-39,99.9%,0.2%,0.2,20.3,25.4,26.4,22.1,4.8,0.6,0.2,NA,99.1,0.9,NA,NA,NA,,NA,12.0%,5.5%
5,Milwaukee Bucks,50.9,31.1,.621,-0.80,0.70,3.13,32-16,19-15,60-22,41-41,99.7%,35.2%,0.2,14.8,19.8,25.6,28.2,9,1.6,0.6,NA,97.5,2.5,0.1,NA,NA,,NA,4.7%,1.3%
6,Indiana Pacers,45.5,36.5,.554,0.02,-0.50,1.80,27-22,18-15,56-26,33-49,91.8%,2.0%,NA,0.3,1.1,3.1,10.7,39.6,25.4,11.5,NA,54.9,35.2,8.7,1.1,0.1,,NA,2.0%,0.5%
7,Orlando Magic,44.4,37.6,.541,0.24,-1.52,0.95,25-23,19-15,53-29,34-48,87.6%,78.1%,NA,0.1,0.4,1.7,7.1,32.8,31.1,14.5,NA,42.1,38.8,16.1,2.5,0.4,0.1,NA,1.0%,0.2%
8,Miami Heat,41.0,41.0,.499,-0.50,-0.32,-1.63,25-23,16-18,52-30,31-51,63.0%,21.6%,NA,NA,NA,0.1,0.8,6.8,29.1,26.2,NA,7.7,18.4,52,15.6,4.6,1.8,NA,0.2%,
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.2,44.8,.453,-0.79,0.50,-2.22,23-26,14-19,49-33,27-55,24.5%,,NA,NA,NA,NA,NA,0.3,5.9,18.4,NA,0.3,1.8,12.2,37.1,26.9,21.7,NA,,
