Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Orlando Magic,45.7,34.3,.572,3.15,-1.91,7.15,2-2,44-32,62-18,23-57,97.1%,75.6%,25.9%,10.2%,46,0.971,0.102,orl
2,Philadelphia 76ers,45.0,35.0,.562,-4.36,-1.41,6.98,2-1,43-34,60-20,30-50,95.4%,49.4%,21.0%,7.8%,45,0.9540000000000001,0.078,phi
3,Boston Celtics,43.3,36.7,.541,-7.94,-0.87,2.40,3-0,40-37,58-22,27-53,90.1%,29.9%,13.5%,4.4%,43,0.9009999999999999,0.044000000000000004,bos
4,Atlanta Hawks,41.1,38.9,.514,-4.15,-1.18,0.60,2-2,39-37,57-23,25-55,79.1%,20.7%,9.0%,2.5%,41,0.7909999999999999,0.025,atl
5,New York Knicks,41.1,38.9,.514,-2.05,-0.95,0.70,2-2,39-37,58-22,22-58,79.3%,14.0%,9.0%,2.6%,41,0.7929999999999999,0.026000000000000002,ny
6,Indiana Pacers,39.9,40.1,.499,-11.31,-0.81,-1.97,2-1,38-39,56-24,23-57,70.3%,39.4%,5.7%,1.5%,40,0.703,0.015,ind
7,Milwaukee Bucks,39.0,41.0,.487,-0.97,-0.95,-3.63,2-1,37-40,55-25,18-62,62.0%,30.6%,4.3%,1.1%,39,0.62,0.011000000000000001,mil
8,Brooklyn Nets,38.7,41.3,.484,-4.48,-0.72,-2.48,1-2,38-39,54-26,24-56,60.1%,5.8%,5.1%,1.4%,39,0.601,0.013999999999999999,bkn
9,Detroit Pistons,38.1,41.9,.476,-7.66,-0.88,-3.91,2-2,36-40,53-27,21-59,54.2%,22.7%,2.8%,0.6%,38,0.542,0.006,det
10,Charlotte Hornets,35.5,44.5,.444,-1.93,-0.63,-7.93,1-2,35-42,52-28,18-62,30.9%,2.7%,1.4%,0.2%,36,0.309,0.002,cha
11,Toronto Raptors,35.1,44.9,.439,-3.09,-0.67,-6.34,1-3,34-42,51-29,20-60,27.2%,1.0%,1.1%,0.2%,35,0.272,0.002,tor
12,Cleveland Cavaliers,33.3,46.7,.416,-1.38,-0.78,-9.38,1-3,32-44,50-30,15-65,14.8%,3.3%,0.5%,0.1%,33,0.14800000000000002,0.001,cle
13,Chicago Bulls,33.6,46.4,.420,-3.50,-0.61,-10.50,2-2,32-44,51-29,16-64,17.0%,4.0%,0.4%,0,34,0.17,0,chi
14,Washington Wizards,32.4,47.6,.405,-2.38,-0.55,-14.04,1-2,31-46,49-31,18-62,10.3%,0.5%,0.2%,0,32,0.10300000000000001,0,wsh
15,Miami Heat,32.7,47.3,.409,-2.72,-0.60,-10.47,1-3,32-44,49-31,18-62,12.2%,0.5%,0.3%,0,33,0.122,0,mia
1,Denver Nuggets,51.2,28.8,.639,0.51,-0.06,14.76,4-0,47-29,66-14,35-45,99.0%,94.0%,22.1%,15.5%,51,0.99,0.155,den
2,LA Clippers,51.1,28.9,.639,0.30,0.15,16.80,3-1,48-28,67-13,35-45,99.0%,47.9%,25.9%,19.5%,51,0.99,0.195,lac
3,Golden State Warriors,49.1,30.9,.614,2.68,0.65,13.43,3-1,46-30,65-15,32-48,97.1%,25.7%,17.1%,11.7%,49,0.971,0.11699999999999999,gs
4,Sacramento Kings,46.5,33.5,.581,8.26,0.49,12.59,2-1,44-33,61-19,29-51,90.3%,10.2%,10.5%,6.5%,46,0.903,0.065,sac
5,Phoenix Suns,46.0,34.0,.575,4.85,0.31,9.85,2-2,44-32,61-19,31-49,89.2%,8.8%,9.9%,6.3%,46,0.892,0.063,phx
6,Los Angeles Lakers,45.6,34.4,.570,11.09,-0.09,8.84,2-2,44-32,61-19,31-49,86.7%,7.5%,8.2%,5.1%,46,0.867,0.051,lal
7,Dallas Mavericks,43.2,36.8,.540,-5.13,0.44,3.87,3-0,40-37,61-19,27-53,72.2%,69.2%,2.9%,1.5%,43,0.722,0.015,dal
8,Utah Jazz,40.6,39.4,.508,13.50,-0.12,2.50,1-3,40-36,59-21,21-59,47.9%,3.3%,1.8%,0.8%,41,0.479,0.008,uta
9,New Orleans Pelicans,39.1,40.9,.489,2.19,0.55,-1.81,2-1,37-40,55-25,22-58,34.7%,21.5%,0.6%,0.2%,39,0.34700000000000003,0.002,no
10,Oklahoma City Thunder,39.3,40.7,.491,-2.26,1.04,-1.76,3-1,36-40,54-26,22-58,34.8%,1.9%,0.6%,0.2%,39,0.348,0.002,okc
11,Portland Trail Blazers,36.8,43.2,.459,6.15,0.53,-3.10,1-3,36-40,53-27,21-59,17.0%,0.5%,0.2%,0.1%,37,0.17,0.001,por
12,San Antonio Spurs,36.0,44.0,.450,5.15,0.70,-5.35,2-2,34-42,54-26,20-60,13.4%,6.4%,0.1%,0,36,0.134,0,sa
13,Minnesota Timberwolves,35.7,44.3,.446,-5.40,1.43,-5.74,1-2,35-42,51-29,20-60,12.1%,0.4%,0.1%,0,36,0.121,0,min
14,Houston Rockets,32.9,47.1,.411,5.08,0.76,-9.92,0-3,33-44,48-32,18-62,3.6%,1.6%,,0,33,0.036000000000000004,0,hou
15,Memphis Grizzlies,32.4,47.6,.405,0.69,1.06,-7.56,0-4,32-44,48-32,14-66,3.2%,1.4%,,0,32,0.032,0,mem
