Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,57.0,25.0,.695,-0.07,0.09,3.88,48-19,9-6,62-20,51-31,100.0%,98.8%,60,34.4,4.8,0.8,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,16.6%,9.6%
2,Boston Celtics,56.2,25.8,.686,0.01,-0.85,5.49,47-21,9-5,61-21,49-33,100.0%,89.9%,35.9,54.5,8.6,1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.8%,20.2%
3,Philadelphia 76ers,53.5,28.5,.653,-0.20,1.10,4.10,45-22,9-6,60-22,45-37,100.0%,10.1%,4,10.2,63.8,21.1,0.7,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,16.3%,9.9%
4,Cleveland Cavaliers,51.2,30.8,.624,0.04,-1.44,5.40,43-27,8-4,55-27,45-37,100.0%,1.2%,0.1,0.8,22.4,67.7,7.6,1.3,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.2%,16.2%
5,New York Knicks,47.2,34.8,.576,0.18,-0.71,2.84,40-30,7-5,52-30,41-41,99.4%,,NA,NA,0.2,5.9,58.8,31.8,2,0.8,NA,96.7,3.2,0.1,NA,NA,,NA,7.0%,3.8%
6,Brooklyn Nets,46.7,35.3,.569,0.18,0.05,1.09,39-29,8-6,53-29,40-42,98.3%,,NA,NA,0.1,3.6,31.8,57.2,3.7,2,NA,92.6,7,0.3,NA,NA,,NA,2.9%,1.2%
7,Miami Heat,42.3,39.7,.515,0.23,-0.05,-0.59,36-33,6-7,49-33,36-46,67.4%,71.4%,NA,NA,NA,NA,0.8,6.9,37,22.6,NA,7.8,59.8,17.9,8.6,4.2,1.7,NA,0.7%,0.2%
8,Atlanta Hawks,41.2,40.8,.502,0.02,0.11,0.06,34-34,7-7,47-35,35-47,59.3%,26.5%,NA,NA,NA,NA,0.3,2.4,33.1,23.5,NA,2.7,22.8,41.8,18,9.5,5.2,NA,1.1%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.8,43.2,.473,0.10,0.17,0.81,31-36,8-7,45-37,31-51,26.8%,,NA,NA,NA,NA,NA,0.1,9.7,17.1,NA,0.1,2.4,16.2,20.6,23.6,37.2,NA,0.7%,0.2%
10,Toronto Raptors,39.1,42.9,.477,0.09,0.47,0.29,32-36,7-7,45-37,33-49,27.8%,,NA,NA,NA,NA,NA,NA,9.8,18,NA,,2.9,15.2,29,23.9,29.0,NA,0.5%,0.1%
11,Washington Wizards,38.2,43.8,.466,0.24,-0.49,-0.27,31-37,7-7,44-38,32-50,14.9%,2.1%,NA,NA,NA,NA,NA,NA,3.8,11.1,NA,,1.8,5.6,14.9,23.2,54.4,NA,0.3%,0.1%
