Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,57.6,24.4,.702,-0.07,0.09,4.08,48-18,10-6,64-18,50-32,100.0%,99.4%,73.2,24.3,2.2,0.3,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,18.8%,11.5%
2,Boston Celtics,55.8,26.2,.681,0.01,-0.77,5.44,46-21,10-5,61-21,49-33,100.0%,88.5%,24.1,64.2,9.9,1.8,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,28.0%,19.0%
3,Philadelphia 76ers,53.1,28.9,.647,-0.18,1.06,3.89,44-22,9-7,60-22,46-36,100.0%,11.5%,2.6,10.6,61.9,23.5,1.5,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.7%,8.4%
4,Cleveland Cavaliers,51.0,31.0,.622,0.13,-1.78,5.48,42-27,9-4,55-27,44-38,100.0%,0.6%,0.1,0.9,25.2,63.1,9.5,1.2,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,25.3%,16.8%
5,New York Knicks,47.3,34.7,.577,0.20,-0.63,3.03,39-29,8-6,53-29,40-42,99.0%,,NA,NA,0.8,8.7,61.7,23.4,3.1,1.3,NA,94.6,5.2,0.2,NA,NA,,NA,7.6%,4.1%
6,Brooklyn Nets,46.0,36.0,.561,0.15,0.25,1.04,38-29,8-7,52-30,38-44,95.5%,,NA,NA,0.1,2.7,23.8,55.4,9.2,4.4,NA,81.9,16.4,1.5,0.2,NA,,NA,2.7%,1.1%
7,Miami Heat,42.9,39.1,.523,0.28,-0.23,-0.38,36-32,7-7,49-33,37-45,71.9%,72.9%,NA,NA,NA,NA,3,14.6,33.8,20.5,NA,17.6,53.5,18,7.1,2.7,1.1,NA,0.6%,0.2%
8,Atlanta Hawks,41.6,40.4,.508,-0.05,0.45,0.13,34-33,8-7,48-34,35-47,62.9%,25.1%,NA,NA,NA,NA,0.6,5,34.5,22.7,NA,5.6,19.8,47.1,16.2,7.6,3.7,NA,0.9%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Toronto Raptors,39.0,43.0,.476,0.09,0.49,0.30,32-36,7-7,45-37,33-49,25.0%,,NA,NA,NA,NA,NA,0.1,7.3,17.6,NA,0.1,1.9,12.2,31.5,25.4,28.9,NA,0.6%,0.2%
10,Chicago Bulls,38.6,43.4,.470,0.23,-0.36,0.84,30-36,9-7,46-36,31-51,22.3%,,NA,NA,NA,NA,NA,0.1,7,15.3,NA,0.1,1.3,12.1,19,23.9,43.6,NA,0.5%,0.2%
11,Washington Wizards,38.7,43.3,.472,0.18,-0.19,-0.05,31-36,8-7,45-37,31-51,18.4%,2.0%,NA,NA,NA,NA,NA,0.1,4.4,13.8,NA,0.1,1.8,7.3,19.6,27.1,44.1,NA,0.3%,0.2%
12,Indiana Pacers,36.4,45.6,.444,0.24,0.34,-2.00,30-37,6-9,43-39,31-51,5.0%,,NA,NA,NA,NA,NA,NA,0.7,4.3,NA,,0.1,1.5,6.3,13.1,79.0,NA,,
13,Orlando Magic,33.2,48.8,.405,0.18,0.22,-2.78,27-40,6-9,40-42,27-55,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,NA,0.3,99.7,NA,,
14,Detroit Pistons,19.7,62.3,.240,0.64,-0.43,-6.96,15-52,5-10,27-55,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,26.8,55.2,.327,0.17,1.05,-5.49,22-46,5-9,33-49,22-60,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,54.7,27.3,.667,-0.44,0.37,3.56,46-21,9-6,61-21,48-34,100.0%,100.0%,97.1,2.8,0.2,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.4%,11.8%
2,Memphis Grizzlies,49.8,32.2,.608,-0.11,-1.31,3.77,39-26,11-6,56-26,43-39,100.0%,99.6%,2.1,61.6,32.5,3.4,0.3,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,26.2%,11.6%
3,Sacramento Kings,48.2,33.8,.587,-0.55,0.44,2.22,39-26,9-8,55-27,41-41,100.0%,73.7%,0.8,29.7,44.6,22.1,2.1,0.5,0.1,0.1,NA,99.8,0.2,NA,NA,NA,,NA,14.3%,5.0%
4,Phoenix Suns,45.9,36.1,.560,-0.15,0.44,2.25,37-29,9-7,52-30,38-44,99.4%,25.9%,NA,5.8,21.8,57.1,9.9,3,1.1,0.6,NA,97.7,1.2,0.6,0.3,0.1,0.1,NA,14.3%,5.1%
5,Dallas Mavericks,42.0,40.0,.512,-0.06,-1.01,0.69,34-33,8-7,48-34,35-47,73.4%,0.3%,NA,NA,0.3,6.4,22.5,18.8,14.4,10.9,NA,48.1,14.6,12.3,9.1,7.8,8.1,NA,4.7%,1.3%
6,Golden State Warriors,41.5,40.5,.506,-0.15,0.14,0.22,34-33,7-8,48-34,34-48,62.6%,0.3%,NA,NA,0.3,2.6,15,16,15,13.6,NA,34.0,15.7,14,12.4,10.7,13.3,NA,2.9%,0.8%
7,New Orleans Pelicans,41.0,41.0,.500,0.08,-1.39,0.72,32-34,9-7,48-34,34-48,56.5%,0.1%,NA,NA,0.1,3.3,12.6,13.9,14.1,12.5,NA,29.9,14,12.9,11.7,10.7,20.8,NA,3.3%,0.9%
8,Los Angeles Clippers,41.7,40.3,.508,-0.38,0.86,-0.53,35-33,7-7,49-33,35-47,60.9%,0.1%,NA,NA,0.1,2.4,15.5,16,14,12.8,NA,34.1,15.7,14.3,11.5,9.9,14.4,NA,1.9%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
