Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,65.0,17.0,.792,0.02,-1.89,10.74,47-12,18-5,70-12,57-25,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,72.1%,54.1%
2,Cleveland Cavaliers,52.8,29.2,.644,-0.73,0.28,4.34,39-20,14-9,61-21,45-37,100.0%,69.9%,NA,67.6,22.5,6.3,2.6,0.7,0.3,0.1,NA,99.6,0.4,NA,NA,NA,,NA,8.7%,3.1%
3,Milwaukee Bucks,51.4,30.6,.627,-0.92,1.98,3.51,40-21,11-10,59-23,43-39,99.9%,29.9%,NA,28.7,51.1,12.9,4.8,1.8,0.4,0.2,NA,99.3,0.6,0.2,NA,NA,,NA,6.3%,2.0%
4,New York Knicks,47.9,34.1,.584,-0.14,0.19,3.49,35-25,13-9,55-27,40-42,97.1%,,NA,1.5,9.2,27.9,24.5,18.2,10.3,5.5,NA,81.3,12.1,6.6,NA,NA,,NA,5.6%,2.1%
5,Orlando Magic,47.1,34.9,.574,0.09,-1.88,1.36,34-26,13-9,54-28,39-43,93.8%,58.5%,NA,1.2,8.2,21,21.1,18.9,14.5,8.9,NA,70.4,18.8,10.6,0.2,NA,,NA,1.7%,0.3%
6,Philadelphia 76ers,47.0,35.0,.574,-0.53,-0.15,2.83,34-25,13-10,55-27,38-44,94.4%,,NA,0.7,4.7,15.7,21.4,24,18,9.9,NA,66.4,19.2,14.1,0.3,NA,,NA,3.5%,1.0%
7,Miami Heat,45.9,36.1,.560,-0.32,-0.93,0.40,34-26,12-10,54-28,38-44,89.0%,41.5%,NA,0.3,3.5,11.9,16.1,20.3,21.9,14.9,NA,52.1,22.3,25.1,0.5,NA,,NA,0.8%,0.2%
8,Indiana Pacers,44.8,37.2,.547,-0.27,0.48,1.21,34-27,11-10,53-29,36-46,85.1%,0.2%,NA,0.1,0.9,4.3,9.5,16,33.4,20.9,NA,30.8,26.3,41.3,1.5,0.1,,NA,1.4%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.1,43.9,.464,-0.23,-0.25,-1.72,28-32,10-12,46-36,31-51,20.4%,,NA,NA,NA,NA,NA,0.1,1,19.3,NA,0.1,0.3,2,71.4,19.2,7.1,NA,,
