Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,58.3,23.7,.711,-0.10,1.47,3.90,56-22,2-2,60-22,56-26,100.0%,100.0%,15.2%,8.9%,58,1,0.08900000000000001,mil
2,Boston Celtics,56.6,25.4,.690,-0.22,1.79,6.30,54-24,3-1,58-24,54-28,100.0%,99.8%,35.6%,26.0%,57,1,0.26,bos
3,Philadelphia 76ers,53.3,28.7,.650,0.00,1.69,4.44,51-27,2-2,55-27,51-31,100.0%,0.2%,15.4%,9.4%,53,1,0.094,phi
4,Cleveland Cavaliers,51.1,30.9,.624,-0.01,-3.25,5.36,49-30,2-1,52-30,49-33,100.0%,,20.6%,13.9%,51,1,0.139,cle
5,New York Knicks,47.8,34.2,.583,0.12,-1.33,3.21,46-33,2-1,49-33,46-36,100.0%,,7.4%,4.0%,48,1,0.04,ny
6,Brooklyn Nets,45.4,36.6,.554,0.27,-1.39,1.20,43-35,2-2,47-35,43-39,98.2%,,2.2%,0.9%,45,0.982,0.009000000000000001,bkn
7,Miami Heat,43.0,39.0,.524,0.31,-1.43,-0.64,41-37,2-2,45-37,41-41,72.0%,98.5%,0.5%,0.2%,43,0.72,0.002,mia
8,Toronto Raptors,40.8,41.2,.497,0.02,2.64,1.40,39-39,2-2,43-39,39-43,47.8%,,1.4%,0.5%,41,0.478,0.005,tor
9,Atlanta Hawks,40.7,41.3,.496,-0.07,2.91,-0.09,39-39,2-2,43-39,39-43,41.5%,1.5%,0.5%,0.2%,41,0.415,0.002,atl
10,Chicago Bulls,40.3,41.7,.491,0.14,-0.89,1.58,38-40,2-2,42-40,38-44,40.5%,,1.3%,0.6%,40,0.405,0.006,chi
11,Orlando Magic,35.4,46.6,.432,0.03,2.82,-1.92,34-44,1-3,38-44,34-48,0,,,0,35,0,0,orl
12,Washington Wizards,36.1,45.9,.441,0.23,-1.26,-0.67,34-44,2-2,38-44,34-48,0,,,0,36,0,0,wsh
13,Indiana Pacers,35.3,46.7,.431,0.34,-0.38,-2.83,34-45,1-2,37-45,34-48,0,,,0,35,0,0,ind
14,Charlotte Hornets,27.1,54.9,.331,0.41,-0.49,-5.92,26-53,1-2,29-53,26-56,0,,,0,27,0,0,cha
15,Detroit Pistons,17.2,64.8,.209,0.54,-0.17,-7.55,16-62,1-3,20-62,16-66,0,,,0,17,0,0,det
1,Denver Nuggets,54.4,27.6,.664,-0.27,-1.08,3.42,52-26,2-2,56-26,52-30,100.0%,100.0%,25.0%,10.2%,54,1,0.102,den
2,Memphis Grizzlies,51.2,30.8,.624,-0.42,0.79,3.58,49-29,2-2,53-29,49-33,100.0%,100.0%,23.9%,9.5%,51,1,0.095,mem
3,Sacramento Kings,49.0,33.0,.598,-0.48,1.47,2.59,47-31,2-2,51-31,47-35,100.0%,99.2%,16.0%,5.5%,49,1,0.055,sac
4,Phoenix Suns,45.5,36.5,.555,0.06,-1.61,2.17,43-35,2-2,47-35,43-39,100.0%,0.8%,14.1%,4.7%,46,1,0.047,phx
5,New Orleans Pelicans,42.0,40.0,.513,-0.41,2.21,1.68,40-38,2-2,44-38,40-42,81.4%,,6.9%,2.2%,42,0.8140000000000001,0.022000000000000002,no
6,LA Clippers,42.6,39.4,.519,-0.20,-0.26,0.02,41-38,2-1,44-38,41-41,87.8%,,3.3%,0.7%,43,0.878,0.006999999999999999,lac
7,Los Angeles Lakers,42.0,40.0,.512,-0.15,0.13,0.19,40-38,2-2,44-38,40-42,75.9%,,3.1%,0.7%,42,0.759,0.006999999999999999,lal
8,Golden State Warriors,42.5,39.5,.518,-0.13,0.05,0.62,41-38,1-2,44-38,41-41,84.9%,,4.8%,1.3%,42,0.8490000000000001,0.013000000000000001,gs
9,Minnesota Timberwolves,40.6,41.4,.495,-0.10,-2.40,-0.52,39-40,2-1,42-40,39-43,43.4%,,1.5%,0.3%,41,0.434,0.003,min
10,Oklahoma City Thunder,39.4,42.6,.481,-0.18,1.12,0.69,38-41,1-2,41-41,38-44,20.1%,,1.1%,0.3%,39,0.201,0.003,okc
11,Dallas Mavericks,38.8,43.2,.473,-0.17,-1.97,0.16,37-42,2-1,40-42,37-45,5.8%,,0.3%,0,39,0.057999999999999996,0,dal
12,Utah Jazz,37.9,44.1,.462,-0.16,1.13,-0.83,36-42,2-2,40-42,36-46,0.8%,,,0,38,0.008,0,uta
13,Portland Trail Blazers,34.7,47.3,.423,0.07,-1.46,-3.13,33-45,2-2,37-45,33-49,0,,,0,35,0,0,por
14,San Antonio Spurs,21.0,61.0,.256,0.25,-0.33,-10.07,20-58,1-3,24-58,20-62,0,,,0,21,0,0,sa
15,Houston Rockets,19.9,62.1,.242,0.29,-1.06,-8.23,19-60,1-2,22-60,19-63,0,,,0,20,0,0,hou
