Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.5,19.5,.762,0.67,-0.90,10.44,25-6,37-14,73-9,51-31,100.0%,86.8%,85.3,12.6,2,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,49.2%,34.5%
2,Philadelphia 76ers,58.0,24.0,.707,-0.50,-0.67,9.56,22-10,36-14,68-14,46-36,100.0%,13.2%,12.6,63.3,22,2,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,36.0%,23.1%
3,Milwaukee Bucks,54.2,27.8,.661,-1.08,0.31,4.95,24-8,30-20,67-15,42-40,100.0%,96.2%,2.1,23.1,61.7,10,2.3,0.6,0.2,0.1,NA,99.7,0.2,0.1,NA,NA,,NA,7.6%,3.4%
4,Orlando Magic,48.4,33.6,.590,0.10,-0.73,2.52,19-12,29-22,61-21,33-49,97.0%,75.7%,NA,0.8,9.7,46.7,20.6,11,5.2,3,NA,88.8,6.4,3.3,1.1,0.4,0.1,NA,3.0%,0.8%
5,Cleveland Cavaliers,45.3,36.7,.553,1.12,-0.90,1.12,18-14,27-23,58-24,33-49,87.0%,2.3%,NA,0.1,1.7,12.9,22.8,22.7,16.1,10.7,NA,60.2,18.2,13.3,5.5,2.2,0.7,NA,1.0%,0.3%
6,Miami Heat,44.7,37.3,.545,-0.96,0.11,0.61,19-13,26-24,57-25,30-52,82.8%,23.9%,NA,0.1,1.2,13.5,18,20.4,17.2,12.3,NA,53.2,19,15.8,7.5,3,1.5,NA,0.8%,0.1%
7,Indiana Pacers,43.6,38.4,.532,-0.53,0.36,1.24,17-14,27-24,56-26,31-51,76.8%,1.5%,NA,0.1,0.8,6.6,16,18.4,19.8,15.2,NA,41.8,20.5,18.5,10.6,5.4,3.3,NA,1.1%,0.3%
8,New York Knicks,44.2,37.8,.539,0.27,0.26,1.71,17-15,27-23,57-25,31-51,81.7%,,NA,NA,0.8,7.9,17.6,20.9,20.5,14.1,NA,47.2,21,18,8.5,3.6,1.8,NA,1.1%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Brooklyn Nets,38.8,43.2,.473,-0.45,0.37,-0.73,15-17,24-26,53-29,26-56,29.1%,,NA,NA,NA,0.2,1.4,3.1,9,15.4,NA,4.7,6.7,13.1,24.7,23,27.8,NA,0.1%,
10,Chicago Bulls,38.0,44.0,.464,0.70,-0.87,-1.45,15-19,23-25,53-29,25-57,20.7%,,NA,NA,NA,0.2,0.6,1.7,6,12.2,NA,2.5,4.3,8.9,18.9,25.4,40.1,NA,,
11,Atlanta Hawks,37.2,44.8,.454,0.13,-0.03,-0.51,12-19,25-26,49-33,26-56,16.8%,0.4%,NA,NA,NA,0.1,0.4,1.1,4.2,11,NA,1.6,2.7,6.2,14.9,22.2,52.3,NA,0.1%,
12,Toronto Raptors,35.4,46.6,.432,0.07,0.00,-1.27,12-20,23-27,48-34,23-59,8.2%,,NA,NA,NA,NA,0.1,0.3,1.8,6,NA,0.3,1.1,2.9,8.4,14.9,72.5,NA,,
13,Charlotte Hornets,20.6,61.4,.251,0.42,0.47,-10.45,7-23,14-38,33-49,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,20.5,61.5,.251,0.16,0.44,-9.48,6-25,15-36,33-49,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,16.6,65.4,.203,0.89,0.03,-10.05,3-29,14-36,29-53,6-76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,57.6,24.4,.702,0.52,-0.90,8.82,21-9,37-15,70-12,45-37,100.0%,49.2%,49,36.5,11.9,2.2,0.3,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,43.7%,20.8%
2,Minnesota Timberwolves,57.4,24.6,.700,0.32,-0.72,6.19,24-7,33-18,69-13,46-36,100.0%,43.9%,43.7,38.9,14.2,2.7,0.5,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,22.6%,7.9%
3,Denver Nuggets,53.6,28.4,.654,0.35,-0.68,5.35,23-11,31-17,64-18,41-41,99.8%,6.9%,6.9,20.4,52.1,14.8,3.9,1.2,0.4,0.2,NA,99.3,0.5,0.2,0.1,NA,,NA,15.3%,5.1%
4,Los Angeles Clippers,48.4,33.6,.591,-0.81,0.21,3.61,19-12,29-22,60-22,36-46,94.1%,71.2%,0.3,3.3,13.1,36.7,19.5,10.9,6.2,4.1,NA,83.7,7,4.4,3.1,1.3,0.5,NA,7.2%,1.6%
5,Houston Rockets,45.2,36.8,.551,0.42,-0.65,2.98,15-15,30-22,58-24,30-52,77.9%,42.6%,0.1,0.4,2.5,11.9,19.8,16.4,14.5,12.3,NA,51.1,14,13.1,10.6,7.4,3.8,NA,3.8%,0.9%
6,New Orleans Pelicans,44.5,37.5,.543,-0.77,0.25,1.70,18-14,27-23,56-26,33-49,70.4%,28.0%,NA,0.2,1.8,9,13.7,16.2,15.7,13.9,NA,40.8,15.3,14.8,13.1,10.3,5.7,NA,2.3%,0.3%
7,Sacramento Kings,44.6,37.4,.544,0.76,-0.02,0.53,18-12,27-25,59-23,32-50,68.7%,15.6%,NA,0.2,1.8,8.6,13.7,16.1,14.8,13.5,NA,40.5,15.8,14.9,13.5,10.4,4.9,NA,1.2%,0.2%
8,Dallas Mavericks,44.4,37.6,.541,-0.61,0.22,0.79,19-14,25-24,57-25,33-49,69.6%,29.4%,NA,0.1,1.5,7.6,15,16.3,15.1,14,NA,40.6,16.5,15.1,12.6,10.1,5.3,NA,1.4%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,43.0,39.0,.525,1.21,-0.95,1.67,15-17,28-22,56-26,29-53,56.7%,7.6%,NA,0.1,0.7,4.1,7.8,12.1,16.1,15.9,NA,24.7,14.7,15.8,16.4,16,12.4,NA,1.6%,0.2%
10,Los Angeles Lakers,42.0,40.0,.512,0.28,0.17,0.37,17-16,25-24,55-27,30-52,44.4%,4.6%,NA,NA,0.4,2.1,4.7,8.1,12.5,16.5,NA,15.4,11.5,15,18.5,23,16.5,NA,0.6%,0.2%
11,Phoenix Suns,39.4,42.6,.480,-1.76,0.87,-0.83,16-15,23-28,50-32,27-55,18.4%,1.0%,NA,NA,0.1,0.4,1.1,2.5,4.8,9.6,NA,4.0,4.6,6.8,12.1,21.1,51.4,NA,0.2%,
12,Utah Jazz,30.3,51.7,.370,-0.74,1.37,-6.13,14-19,16-33,44-38,20-62,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,NA,0.3,99.7,NA,,
13,Memphis Grizzlies,28.4,53.6,.346,0.12,0.18,-6.20,10-21,18-33,40-42,17-65,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
14,Portland Trail Blazers,24.8,57.2,.303,-1.14,1.44,-6.91,9-22,16-35,39-43,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.3,63.7,.224,0.88,0.47,-10.44,5-26,13-38,30-52,7-75,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
