Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,58.5,23.5,.713,1.65,-0.50,10.05,15-5,43-19,70-12,46-36,100.0%,79.7%,77.3,17.2,4.1,1,0.3,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,44.1%,31.6%
2,Philadelphia 76ers,54.8,27.2,.668,1.31,-0.72,8.21,13-7,42-20,69-13,42-40,99.8%,19.8%,18.7,51.6,17.8,6.9,2.9,1.2,0.4,0.2,NA,99.2,0.5,0.2,0.1,NA,,NA,28.0%,18.0%
3,Milwaukee Bucks,49.9,32.1,.608,-0.33,0.20,3.67,15-6,35-26,62-20,36-46,95.6%,72.6%,2.2,14.5,28.1,20,13.4,8.8,5.5,3.1,NA,87.1,6.3,3.6,1.8,1,0.2,NA,6.5%,2.8%
4,Orlando Magic,48.2,33.8,.588,-0.64,0.02,2.98,14-7,34-27,62-20,34-48,90.0%,70.6%,0.9,7.7,18.9,20.2,15.6,12.1,8.4,6.1,NA,75.5,9.1,6.7,4.9,2.9,0.9,NA,4.9%,2.0%
5,New York Knicks,46.8,35.2,.570,-0.38,0.61,3.57,12-8,35-27,60-22,34-48,83.9%,0.3%,0.3,2.9,9.1,14.3,17,16.9,13.5,10,NA,60.5,14.2,11.2,7.8,4.5,1.9,NA,4.9%,2.1%
6,Indiana Pacers,45.5,36.5,.555,-0.40,0.29,2.81,11-8,35-28,60-22,32-50,76.2%,19.7%,0.2,2.2,6.7,10.5,13.5,14.5,15.6,12.9,NA,47.7,15,14,11.4,7.5,4.4,NA,3.1%,1.2%
7,Brooklyn Nets,46.3,35.7,.565,0.91,-0.11,3.51,11-9,35-27,60-22,32-50,80.9%,0.2%,0.2,2,7.9,12.4,16,16.5,14.3,11.7,NA,54.9,15.1,12.4,9.8,5.4,2.4,NA,4.6%,1.9%
8,Cleveland Cavaliers,43.6,38.4,.532,0.73,-0.07,0.87,12-9,32-29,58-24,29-53,56.0%,7.7%,0.1,0.8,2.4,4.8,7.3,10.4,14,16.1,NA,25.9,13.5,17,18.3,15.9,9.3,NA,1.3%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Miami Heat,44.3,37.7,.540,-0.24,0.00,1.23,12-9,32-29,58-24,31-51,63.1%,21.7%,NA,0.9,3.8,7.2,9.2,12.2,14.5,15.3,NA,33.4,14.3,16.6,16,12.7,7.0,NA,1.5%,0.7%
10,Atlanta Hawks,41.8,40.2,.510,1.02,0.01,1.32,9-11,33-29,57-25,28-54,39.0%,7.7%,NA,0.1,1.1,2.4,4,5.6,9.9,15.9,NA,13.2,8.7,12.1,18.6,26,21.4,NA,1.1%,0.4%
11,Toronto Raptors,38.8,43.2,.473,1.16,-0.01,-0.51,9-12,30-31,53-29,25-57,14.5%,,NA,NA,0.1,0.4,0.7,1.6,3.7,8.1,NA,2.7,3,5.9,10.1,20.5,57.9,NA,0.2%,
12,Chicago Bulls,33.3,48.7,.406,0.89,-0.17,-3.79,8-14,25-35,47-35,19-63,0.9%,,NA,NA,NA,NA,NA,0.1,0.2,0.7,NA,0.1,0.1,0.3,1.3,3.5,94.8,NA,,
13,Charlotte Hornets,27.3,54.7,.333,0.82,0.48,-7.66,6-13,21-42,44-38,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
14,Washington Wizards,24.4,57.6,.298,0.76,0.46,-7.39,3-17,21-41,38-44,12-70,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,20.1,61.9,.245,-0.13,0.76,-9.32,2-19,18-43,35-47,6-76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,55.2,26.8,.673,-0.72,-0.52,6.28,16-4,39-23,71-11,42-40,100.0%,61.0%,59.7,26.4,8.7,3,1.4,0.4,0.2,0.1,NA,99.7,0.2,0.1,NA,NA,,NA,27.9%,12.4%
2,Oklahoma City Thunder,53.6,28.4,.653,-0.22,-0.62,7.28,13-7,41-21,66-16,39-43,99.7%,33.1%,32.3,40.4,15.9,6.3,2.8,1.2,0.5,0.3,NA,99.0,0.6,0.2,0.2,0.1,,NA,33.5%,15.9%
3,Denver Nuggets,49.1,32.9,.599,-0.08,-0.51,3.42,14-8,35-25,66-16,34-48,96.1%,5.9%,5.6,15.8,27.5,19.2,13.3,7.8,4.1,2.8,NA,89.2,4.7,2.7,1.8,1.1,0.5,NA,11.1%,3.8%
4,Houston Rockets,45.7,36.3,.558,0.03,-0.63,3.20,9-9,37-27,60-22,31-51,81.9%,42.5%,0.9,5.5,12.2,15.7,14.9,12.8,10.7,9.2,NA,62.0,11,9.1,7.6,6,4.2,NA,7.5%,2.5%
5,Dallas Mavericks,45.1,36.9,.549,-1.17,-0.07,1.53,12-8,33-29,60-22,32-50,77.2%,35.2%,0.5,3.6,10.3,13.4,13.4,13.6,12.1,10.4,NA,54.7,12.6,10.7,9.1,7.3,5.6,NA,4.3%,0.8%
