Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.6,17.4,.788,-0.43,-5.15,10.91,62-17,3-0,65-17,62-20,100.0%,100.0%,77.3%,62.2%,65,1,0.622,bos,Celtics
2,Milwaukee Bucks,49.8,32.2,.608,-0.31,3.98,2.92,49-31,1-1,51-31,49-33,100.0%,84.4%,4.6%,1.6%,50,1,0.016,mil,Bucks
3,Cleveland Cavaliers,48.4,33.6,.590,-0.36,-3.90,2.13,47-33,1-1,49-33,47-35,99.8%,15.6%,2.7%,0.9%,48,0.998,0.009000000000000001,cle,Cavaliers
4,New York Knicks,48.7,33.3,.594,-0.30,2.03,4.28,47-32,2-1,50-32,47-35,100.0%,,7.6%,3.2%,49,1,0.032,ny,Knicks
5,Indiana Pacers,47.1,34.9,.575,-0.27,0.06,2.44,46-34,1-1,48-34,46-36,98.7%,,3.1%,1.0%,47,0.987,0.01,ind,Pacers
6,Orlando Magic,46.9,35.1,.572,-0.61,2.56,1.30,46-34,1-1,48-34,46-36,95.8%,83.8%,1.6%,0.4%,47,0.958,0.004,orl,Magic
7,Philadelphia 76ers,46.3,35.7,.564,-0.52,-0.78,2.20,45-35,1-1,47-35,45-37,85.4%,,2.1%,0.8%,46,0.8540000000000001,0.008,phi,76ers
8,Miami Heat,45.5,36.5,.555,-0.51,-6.18,0.83,44-36,1-1,46-36,44-38,80.8%,16.2%,0.9%,0.2%,46,0.8079999999999999,0.002,mia,Heat
9,Chicago Bulls,38.6,43.4,.471,-0.16,-4.71,-1.94,37-42,2-1,40-42,37-45,20.1%,,,0,39,0.201,0,chi,Bulls
10,Atlanta Hawks,36.5,45.5,.446,-0.33,4.58,-2.01,36-44,1-1,38-44,36-46,19.4%,,,0,36,0.19399999999999998,0,atl,Hawks
11,Brooklyn Nets,32.6,49.4,.397,-0.22,3.24,-2.87,32-48,1-1,34-48,32-50,0,,,0,33,0,0,bkn,Nets
12,Toronto Raptors,25.5,56.5,.311,-0.05,0.83,-6.18,25-55,1-1,27-55,25-57,0,,,0,26,0,0,tor,Raptors
13,Charlotte Hornets,20.2,61.8,.246,-0.03,6.52,-10.24,20-60,0-2,22-60,20-62,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,15.4,66.6,.188,-0.10,4.49,-9.48,15-65,0-2,17-65,15-67,0,,,0,15,0,0,wsh,Wizards
15,Detroit Pistons,13.9,68.1,.169,0.10,-1.67,-8.95,13-66,1-2,16-66,13-69,0,,,0,14,0,0,det,Pistons
1,Denver Nuggets,57.5,24.5,.702,0.12,-6.40,5.33,56-24,2-0,58-24,56-26,100.0%,68.8%,19.1%,5.3%,58,1,0.053,den,Nuggets
2,Oklahoma City Thunder,56.3,25.7,.687,-0.10,3.05,6.67,55-25,1-1,57-25,55-27,100.0%,17.5%,25.0%,8.9%,56,1,0.08900000000000001,okc,Thunder
3,Minnesota Timberwolves,56.4,25.6,.688,-0.09,0.39,6.72,55-25,1-1,57-25,55-27,100.0%,13.7%,26.8%,9.5%,56,1,0.095,min,T-Wolves
4,LA Clippers,52.4,29.6,.639,0.17,-1.62,3.68,51-29,1-1,53-29,51-31,100.0%,100.0%,8.5%,1.9%,52,1,0.019,lac,Clippers
5,Dallas Mavericks,51.2,30.8,.624,0.08,-1.14,3.18,50-30,1-1,52-30,50-32,100.0%,100.0%,6.1%,1.3%,51,1,0.013000000000000001,dal,Mavericks
6,New Orleans Pelicans,48.7,33.3,.593,-0.03,1.93,4.54,47-32,2-1,50-32,47-35,93.3%,,7.4%,1.9%,49,0.9329999999999999,0.019,no,Pelicans
7,Phoenix Suns,47.8,34.2,.583,-0.09,4.40,2.79,47-33,1-1,49-33,47-35,84.1%,,3.3%,0.7%,48,0.841,0.006999999999999999,phx,Suns
8,Sacramento Kings,46.8,35.2,.571,0.59,-0.21,2.07,45-34,2-1,48-34,45-37,64.9%,,1.7%,0.3%,47,0.649,0.003,sac,Kings
9,Los Angeles Lakers,46.0,36.0,.561,0.51,-1.01,0.89,45-35,1-1,47-35,45-37,24.2%,,0.6%,0.1%,46,0.242,0.001,lal,Lakers
10,Golden State Warriors,46.0,36.0,.561,0.25,-2.62,2.84,44-35,2-1,47-35,44-38,33.5%,,1.6%,0.2%,46,0.335,0.002,gs,Warriors
11,Houston Rockets,40.7,41.3,.497,0.23,-2.90,1.18,39-40,2-1,42-40,39-43,0,,,0,41,0,0,hou,Rockets
12,Utah Jazz,29.9,52.1,.364,0.62,2.56,-4.41,29-50,1-2,32-50,29-53,0,,,0,30,0,0,uta,Jazz
13,Memphis Grizzlies,27.5,54.5,.336,0.38,3.11,-6.57,27-53,1-1,29-53,27-55,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.7,60.3,.265,0.68,2.03,-7.98,21-58,1-2,24-58,21-61,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,20.9,61.1,.255,0.77,-1.81,-6.24,20-60,1-1,22-60,20-62,0,,,0,21,0,0,sa,Spurs
