Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.4,19.6,.761,0.52,-0.88,10.58,26-7,36-13,72-10,52-30,100.0%,86.7%,51.6%,35.8%,62,1,0.358,bos,Celtics
2,Philadelphia 76ers,58.1,23.9,.709,-0.65,-0.59,9.50,23-10,35-14,69-13,46-36,100.0%,13.3%,36.5%,23.9%,58,1,0.239,phi,76ers
3,Milwaukee Bucks,52.1,29.9,.636,-0.97,0.38,4.09,24-10,28-20,64-18,40-42,99.6%,85.9%,4.7%,1.9%,52,0.996,0.019,mil,Bucks
4,Orlando Magic,46.0,36.0,.561,0.06,-0.76,1.85,19-15,27-21,58-24,33-49,90.2%,57.6%,1.7%,0.4%,46,0.902,0.004,orl,Magic
5,Indiana Pacers,45.4,36.6,.553,-0.37,0.21,1.94,19-14,26-23,57-25,33-49,86.7%,7.4%,1.4%,0.4%,45,0.867,0.004,ind,Pacers
6,New York Knicks,46.1,35.9,.562,0.41,0.04,2.41,19-15,27-21,58-24,34-48,90.6%,,1.7%,0.4%,46,0.9059999999999999,0.004,ny,Knicks
7,Cleveland Cavaliers,45.9,36.1,.559,0.72,-0.83,1.78,19-15,27-21,58-24,34-48,88.8%,6.7%,1.5%,0.4%,46,0.888,0.004,cle,Cavaliers
8,Miami Heat,44.7,37.3,.545,-0.92,0.08,0.46,20-14,25-23,56-26,33-49,82.1%,40.7%,0.7%,0.1%,45,0.821,0.001,mia,Heat
9,Atlanta Hawks,38.4,43.6,.468,0.03,0.00,-0.37,14-19,24-25,51-31,25-57,24.4%,1.7%,0.1%,0,38,0.244,0,atl,Hawks
10,Brooklyn Nets,36.4,45.6,.444,0.00,0.15,-1.80,15-20,21-26,49-33,24-58,12.8%,,,0,36,0.128,0,bkn,Nets
11,Toronto Raptors,36.4,45.6,.444,-0.17,0.14,-1.20,14-20,22-26,50-32,25-57,11.9%,,0.1%,0,36,0.11900000000000001,0,tor,Raptors
12,Chicago Bulls,36.9,45.1,.450,0.92,-1.09,-1.92,15-21,22-24,49-33,25-57,12.9%,,,0,37,0.129,0,chi,Bulls
13,Charlotte Hornets,21.7,60.3,.265,0.54,0.32,-9.99,8-24,14-36,34-48,12-70,0,,,0,22,0,0,cha,Hornets
14,Washington Wizards,19.0,63.0,.232,0.11,0.50,-10.25,6-27,13-36,31-51,9-73,0,,,0,19,0,0,wsh,Wizards
15,Detroit Pistons,15.8,66.2,.193,0.79,0.00,-10.36,3-31,13-35,28-54,6-76,0,,,0,16,0,0,det,Pistons
1,Oklahoma City Thunder,57.9,24.1,.706,0.82,-1.15,8.88,23-10,35-14,69-13,46-36,100.0%,61.8%,44.5%,21.5%,58,1,0.215,okc,Thunder
2,Minnesota Timberwolves,55.9,26.1,.681,0.70,-0.92,5.70,24-9,32-17,68-14,44-38,100.0%,27.9%,17.1%,5.4%,56,1,0.054000000000000006,min,T-Wolves
3,Denver Nuggets,54.0,28.0,.659,0.16,-0.50,5.53,24-11,30-17,66-16,40-42,99.9%,10.3%,15.4%,4.7%,54,0.9990000000000001,0.047,den,Nuggets
4,LA Clippers,50.0,32.0,.609,-0.71,0.24,4.23,21-12,29-20,62-20,37-45,97.2%,80.8%,8.7%,2.2%,50,0.972,0.022000000000000002,lac,Clippers
5,New Orleans Pelicans,47.9,34.1,.584,-0.53,0.10,3.38,21-14,27-20,61-21,36-46,91.6%,54.0%,5.2%,1.2%,48,0.9159999999999999,0.012,no,Pelicans
6,Houston Rockets,46.4,35.6,.565,0.05,-0.43,3.52,17-15,29-21,59-23,34-48,83.3%,37.6%,5.1%,1.1%,46,0.833,0.011000000000000001,hou,Rockets
7,Sacramento Kings,45.2,36.8,.551,0.41,0.27,1.02,20-13,25-24,57-25,34-48,71.1%,11.5%,1.5%,0.2%,45,0.711,0.002,sac,Kings
8,Golden State Warriors,43.9,38.1,.535,1.30,-1.01,1.93,16-17,28-21,57-25,31-51,61.1%,6.1%,1.5%,0.2%,44,0.611,0.002,gs,Warriors
9,Dallas Mavericks,43.2,38.8,.526,-0.94,0.64,0.15,20-15,23-24,55-27,30-52,51.4%,8.5%,0.5%,0,43,0.514,0,dal,Mavericks
10,Los Angeles Lakers,40.0,42.0,.488,0.44,0.23,-0.45,17-18,23-24,54-28,28-54,21.9%,0.9%,0.2%,0,40,0.21899999999999997,0,lal,Lakers
11,Phoenix Suns,40.2,41.8,.490,-1.70,1.04,-0.35,18-16,22-26,53-29,27-55,22.3%,0.7%,0.3%,0,40,0.223,0,phx,Suns
12,Utah Jazz,32.5,49.5,.397,-0.98,1.64,-4.83,16-19,17-30,44-38,22-60,0.2%,,,0,32,0.002,0,uta,Jazz
13,Memphis Grizzlies,27.4,54.6,.335,-0.01,0.35,-6.60,11-23,16-32,39-43,15-67,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.1,58.9,.281,-0.95,1.57,-7.89,9-24,14-35,34-48,14-68,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,17.3,64.7,.211,1.04,0.45,-10.84,5-28,12-37,30-52,8-74,0,,,0,17,0,0,sa,Spurs
