Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,60.8,19.2,.760,3.49,-0.75,16.86,9-2,52-17,74-6,44-36,100.0%,95.3%,95.2,4.5,0.3,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,65.3%,54.2%
2,Philadelphia 76ers,52.2,27.8,.652,1.50,-0.17,9.22,8-3,44-25,67-13,38-42,99.8%,4.4%,4.4,65.7,17.1,7,3.2,1.5,0.6,0.4,NA,98.8,0.7,0.3,0.1,NA,,NA,17.3%,11.0%
3,New York Knicks,46.9,33.1,.586,1.92,-0.01,5.83,6-5,41-28,61-19,31-49,94.6%,0.3%,0.3,11.7,26.6,19.9,15.2,10.8,6.3,3.9,NA,84.4,6.4,4.4,2.5,1.5,0.8,NA,6.8%,3.5%
4,Indiana Pacers,45.0,35.0,.562,0.18,0.18,3.37,7-4,38-31,59-21,29-51,88.3%,61.8%,0.1,7,18.1,18.1,15.7,12.9,9.2,7.3,NA,71.8,9.9,7.3,5.3,3.2,2.5,NA,2.7%,1.1%
5,Atlanta Hawks,44.0,36.0,.549,0.16,0.20,3.25,6-5,38-31,61-19,29-51,82.8%,62.8%,NA,4.4,13,15.5,15.2,13.7,11.5,9.4,NA,61.8,11.9,9.7,7.2,5.3,4.1,NA,2.5%,1.1%
6,Brooklyn Nets,43.8,36.2,.548,1.59,0.26,3.31,6-5,38-31,58-22,28-52,81.6%,,NA,3.1,10.8,14.2,16,14.7,13,9.8,NA,58.8,12.7,10.5,8.1,5.6,4.4,NA,2.7%,1.1%
7,Milwaukee Bucks,41.8,38.2,.522,1.15,0.25,0.43,7-4,35-34,57-23,28-52,64.5%,21.3%,NA,1.4,5.5,8,10.4,13,13.7,12.7,NA,38.2,13.8,14.2,12.9,10.5,10.5,NA,0.8%,0.3%
8,Cleveland Cavaliers,41.1,38.9,.513,2.69,-0.13,1.05,5-6,36-33,55-25,27-53,59.6%,16.5%,NA,0.9,3.7,6.7,8.7,11.4,13.8,14.3,NA,31.5,13.5,14.4,13.5,12.4,14.6,NA,0.9%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Orlando Magic,40.2,39.8,.503,-1.57,0.45,0.07,6-5,34-35,55-25,27-53,51.3%,19.8%,NA,0.7,2.7,5,7.1,9.5,12.3,14,NA,25.0,12,14.1,15.2,13.9,19.9,NA,0.6%,0.2%
10,Miami Heat,39.6,40.4,.496,-1.26,0.46,-1.44,7-4,33-36,55-25,24-56,43.5%,17.2%,NA,0.5,1.8,4.1,5.9,7.7,10.4,13.1,NA,20.0,10.5,12.5,15.6,17,24.4,NA,0.2%,0.1%
11,Toronto Raptors,37.7,42.3,.471,1.27,0.59,-1.09,5-6,33-36,52-28,22-58,26.4%,,NA,0.1,0.5,1.5,2.3,4.1,7.6,10.4,NA,8.4,7.2,9.5,13.1,17.2,44.6,NA,0.2%,0.1%
12,Chicago Bulls,33.4,46.6,.418,0.14,0.47,-3.61,4-8,29-39,48-32,18-62,5.4%,0.4%,NA,NA,NA,0.1,0.3,0.6,1.2,3.2,NA,1.0,1.1,2.3,4.3,8,83.4,NA,,
13,Charlotte Hornets,30.2,49.8,.377,0.13,0.75,-6.77,3-7,27-43,45-35,17-63,1.1%,0.1%,NA,NA,NA,NA,NA,0.1,0.3,0.7,NA,0.1,0.2,0.4,1,2.3,96.0,NA,,
14,Detroit Pistons,29.7,50.3,.371,-0.55,0.70,-5.13,2-10,28-40,46-34,11-69,0.7%,0.1%,NA,NA,NA,NA,NA,0.1,0.1,0.5,NA,0.1,0.1,0.2,0.8,2,96.8,NA,,
15,Washington Wizards,28.8,51.2,.360,0.96,0.53,-6.77,2-9,27-42,43-37,17-63,0.5%,,NA,NA,NA,NA,NA,NA,0.1,0.4,NA,,0.1,0.1,0.4,1.3,98.1,NA,,
1,Denver Nuggets,52.2,27.8,.653,-0.68,-0.79,7.50,9-2,43-26,66-14,37-43,99.9%,49.2%,43.7,28.5,14.2,7.1,4,1.6,0.5,0.3,NA,99.1,0.7,0.2,0.1,NA,,NA,27.5%,8.7%
2,Minnesota Timberwolves,51.6,28.4,.645,1.10,-0.90,7.64,8-3,44-25,65-15,36-44,99.7%,43.6%,39,26.9,16.2,9.2,5.1,2.5,0.6,0.3,NA,98.8,0.7,0.4,0.1,NA,,NA,28.0%,8.7%
3,Oklahoma City Thunder,46.8,33.2,.585,-0.52,-0.57,4.39,7-4,40-29,60-20,31-49,96.2%,7.2%,5.8,11.2,18.3,19,18.1,13.6,6.4,3.9,NA,85.9,7.8,3.5,1.8,0.7,0.3,NA,11.7%,2.9%
4,Houston Rockets,46.2,33.8,.577,-1.37,-0.86,3.85,6-3,40-31,62-18,28-52,95.1%,57.1%,4.9,11.4,16.4,18.4,16.8,14.9,7.6,4.6,NA,82.8,8.8,4.8,2.2,1.1,0.3,NA,9.7%,2.0%
5,Golden State Warriors,46.1,33.9,.576,2.13,-1.03,4.30,6-6,40-28,60-20,27-53,95.3%,72.9%,3.9,12.2,17.5,19.2,17.1,13.3,7.9,4.2,NA,83.2,8.7,4.6,2.3,1,0.3,NA,11.9%,3.0%
6,Dallas Mavericks,45.0,35.0,.562,-2.97,0.13,1.78,9-3,36-32,61-19,29-51,91.2%,40.5%,2.2,7.6,12,15.9,17.6,18.2,11.1,6.7,NA,73.4,13.3,7,4,1.7,0.6,NA,5.7%,1.0%
7,Sacramento Kings,41.4,38.6,.517,-0.35,-0.06,0.25,6-4,35-35,59-21,27-53,71.2%,15.4%,0.4,1.5,3.3,6,9.7,14.8,19.3,16.2,NA,35.7,20.5,18,13,8.2,4.6,NA,2.7%,0.6%
8,Phoenix Suns,39.2,40.8,.490,-1.96,-0.27,-0.60,5-6,34-35,54-26,26-54,52.6%,7.8%,0.1,0.5,1.3,2.6,5.2,8.7,16.5,17.9,NA,18.3,15.1,19.4,18.9,15,13.4,NA,1.4%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,New Orleans Pelicans,37.9,42.1,.473,2.19,-0.74,-2.36,5-6,33-36,52-28,24-56,39.6%,2.4%,NA,0.1,0.6,1.2,3.1,6,12.3,16.3,NA,11.0,10.9,16.9,20.1,19.8,21.3,NA,0.5%,
10,Los Angeles Clippers,37.2,42.8,.465,-2.52,-0.06,-1.02,3-7,34-36,53-27,22-58,36.7%,2.9%,NA,0.1,0.3,1.1,2.4,4.5,11.4,16.8,NA,8.5,9.3,14.7,19.1,21.4,27.1,NA,0.8%,
11,Los Angeles Lakers,35.2,44.8,.440,-1.05,0.23,-4.13,6-6,29-39,51-29,20-60,19.7%,1.0%,NA,NA,0.1,0.3,0.9,2,5.6,10.8,NA,3.2,4,9.3,15.1,22.7,45.7,NA,0.1%,
12,Utah Jazz,30.1,49.9,.376,-1.67,0.56,-7.22,4-7,26-43,45-35,15-65,2.3%,,NA,NA,NA,NA,NA,NA,0.6,1.7,NA,0.1,0.3,1.1,2.8,6.7,89.1,NA,,
