Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,64.7,17.3,.789,-0.04,-2.63,11.13,51-14,14-3,68-14,58-24,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,75.8%,59.3%
2,Cleveland Cavaliers,51.9,30.1,.632,-0.35,-1.04,3.97,42-24,10-6,58-24,44-38,100.0%,71.5%,NA,68.7,21,7.6,2.1,0.5,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,7.7%,2.8%
3,Milwaukee Bucks,50.6,31.4,.617,-0.63,1.78,2.60,42-24,9-7,57-25,44-38,99.9%,28.3%,NA,26.8,51.3,14.9,5.3,1.4,0.1,0.2,NA,99.6,0.3,0.1,NA,NA,,NA,4.0%,1.1%
4,New York Knicks,48.2,33.8,.588,-0.08,-0.36,3.86,38-27,10-7,55-27,41-41,99.0%,,NA,2.5,14.7,35.7,27.7,12.8,3.9,1.7,NA,93.4,5,1.6,0.1,NA,,NA,6.6%,2.3%
5,Orlando Magic,47.2,34.8,.575,-0.29,-1.20,1.07,38-28,9-7,54-28,41-41,97.1%,83.4%,NA,1.8,10.2,27.4,29.7,16.2,7.6,4.2,NA,85.3,9.3,5.2,0.1,NA,,NA,1.4%,0.3%
6,Indiana Pacers,45.1,36.9,.550,-0.17,-0.03,1.54,37-30,8-7,52-30,37-45,88.9%,0.2%,NA,0.1,1.2,5.4,13.5,26.9,26.7,15.1,NA,47.2,31.1,20.1,1.7,NA,,NA,1.6%,0.5%
7,Philadelphia 76ers,45.6,36.4,.556,-0.39,-0.60,2.11,36-29,10-7,52-30,39-43,90.2%,,NA,0.1,1.1,5.9,14.1,26.9,27.3,14.8,NA,48.1,28.7,21.6,1.6,NA,,NA,2.4%,0.7%
8,Miami Heat,44.0,38.0,.537,-0.39,-1.01,-0.02,35-30,9-8,51-31,36-46,80.5%,16.6%,NA,NA,0.5,3.1,7.5,15.2,31.9,22.3,NA,26.2,24.5,46.2,3,NA,,NA,0.6%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.6,42.4,.482,-0.17,-0.69,-2.02,32-34,8-8,47-35,33-49,23.5%,,NA,NA,NA,NA,NA,0.2,2.5,20.9,NA,0.2,1,5.1,84.1,8.8,0.8,NA,,
