Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,58.3,23.7,.711,-0.17,1.08,4.50,53-20,5-4,62-20,53-29,100.0%,99.9%,79.3,20.1,0.6,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,18.2%,11.2%
2,Boston Celtics,56.3,25.7,.687,-0.12,0.01,5.74,51-23,5-3,59-23,51-31,100.0%,90.8%,19.2,71.6,8.6,0.6,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,28.3%,19.7%
3,Philadelphia 76ers,54.2,27.8,.661,-0.18,1.88,4.87,49-24,5-4,58-24,49-33,100.0%,9.2%,1.5,8.2,82.2,8,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,18.6%,11.7%
4,Cleveland Cavaliers,52.1,29.9,.635,0.09,-2.65,5.60,47-28,5-2,54-28,48-34,100.0%,0.1%,NA,0.1,8.6,91.2,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.5%,16.8%
5,New York Knicks,46.3,35.7,.564,0.19,-1.03,2.72,42-33,4-3,49-33,42-40,98.9%,,NA,NA,NA,0.1,76.2,18.4,2.9,1.4,NA,94.7,5.2,0.1,NA,NA,,NA,5.3%,2.7%
6,Miami Heat,43.9,38.1,.535,0.23,-0.11,-0.16,40-34,4-4,48-34,40-42,86.6%,98.6%,NA,NA,NA,NA,12.8,40.3,22,11.6,NA,53.0,44.1,2.1,0.5,0.2,,NA,0.8%,0.3%
7,Brooklyn Nets,44.4,37.6,.541,0.45,-1.85,0.85,39-34,5-4,48-34,40-42,87.9%,,NA,NA,NA,NA,10.9,40.8,24.4,11.9,NA,51.7,44.7,3.2,0.5,NA,,NA,1.7%,0.7%
8,Atlanta Hawks,40.1,41.9,.489,-0.18,2.14,-0.14,36-37,4-5,45-37,36-46,39.7%,1.4%,NA,NA,NA,NA,NA,0.3,17.4,21.9,NA,0.4,2,33.8,30.5,27.1,6.2,NA,0.5%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.9,42.1,.487,0.20,-0.54,1.21,35-38,5-4,44-38,35-47,42.4%,,NA,NA,NA,NA,NA,0.2,17.5,24.7,NA,0.2,2.7,30.8,29.9,29.2,7.4,NA,1.2%,0.5%
10,Toronto Raptors,39.9,42.1,.487,0.07,1.06,1.03,36-38,4-4,44-38,36-46,39.9%,,NA,NA,NA,NA,NA,0.1,15.5,24.4,NA,0.1,1.3,29.1,34.4,27.7,7.5,NA,0.8%,0.4%
11,Washington Wizards,36.8,45.2,.449,0.13,0.41,-0.72,33-41,4-4,41-41,33-49,2.4%,,NA,NA,NA,NA,NA,NA,0.2,2.2,NA,,NA,0.4,2.2,7.8,89.7,NA,,
12,Indiana Pacers,36.3,45.7,.443,0.20,1.17,-2.43,33-41,3-5,41-41,33-49,2.2%,,NA,NA,NA,NA,NA,NA,0.2,2,NA,,NA,0.6,2.1,7.8,89.5,NA,,
13,Orlando Magic,34.2,47.8,.417,0.10,1.07,-2.51,31-43,3-5,39-43,31-51,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,NA,0.2,99.8,NA,,
14,Charlotte Hornets,26.5,55.5,.323,0.35,0.33,-5.77,24-51,2-5,31-51,24-58,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,18.4,63.6,.224,0.61,-0.67,-7.35,16-58,2-6,23-59,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,54.3,27.7,.662,-0.43,0.81,3.46,49-24,5-4,58-24,49-33,100.0%,100.0%,94.6,4.9,0.5,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,27.1%,11.0%
2,Memphis Grizzlies,51.3,30.7,.626,-0.47,0.37,3.90,46-27,5-4,55-27,46-36,100.0%,100.0%,4.6,72.9,22.5,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,27.6%,12.2%
3,Sacramento Kings,49.3,32.7,.601,-0.25,-1.11,2.20,44-29,5-4,53-29,44-38,100.0%,99.8%,0.8,22.2,76.8,0.2,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.2%,4.7%
