Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.8,23.2,.710,1.78,-0.45,10.31,13-4,44-19,70-10,42-38,100.0%,60.6%,58.7,31.9,7.1,1.6,0.6,0.1,0.1,NA,NA,99.9,NA,NA,NA,NA,,NA,38.9%,26.6%
2,Philadelphia 76ers,55.6,24.4,.695,1.43,-0.59,10.19,12-5,44-19,68-12,40-40,100.0%,39.0%,37.6,46.1,11.6,3.1,1.1,0.4,0.1,0.1,NA,99.8,0.1,0.1,NA,NA,,NA,35.8%,25.0%
3,Orlando Magic,49.2,30.8,.615,-0.44,0.03,4.86,12-5,37-26,63-17,35-45,96.3%,70.3%,2.7,12.1,35.5,19.1,12.5,7.4,4.2,2.8,NA,89.3,5.3,2.7,1.7,0.8,0.4,NA,7.5%,3.4%
4,Milwaukee Bucks,46.3,33.7,.578,-0.34,0.24,2.54,12-5,34-29,60-20,32-48,87.5%,65.2%,0.4,3.8,14.7,21.4,16.8,13.1,10.1,7.3,NA,70.1,10.6,8.4,5.4,3.8,1.6,NA,3.2%,1.2%
5,New York Knicks,45.9,34.1,.574,0.49,0.20,4.24,9-7,37-27,61-19,32-48,87.2%,0.4%,0.4,2.3,11.1,18.1,19.1,16.2,11.7,8.3,NA,67.2,11.9,8.8,6,4.1,2.0,NA,5.4%,2.5%
6,Atlanta Hawks,45.2,34.8,.566,1.62,-0.31,4.05,8-8,37-27,61-19,30-50,81.7%,23.3%,0.2,2.6,10.5,13.7,16.2,15.2,13.3,10.2,NA,58.2,13.6,10.6,8.5,6,3.1,NA,4.5%,1.8%
7,Indiana Pacers,42.9,37.1,.536,-0.82,0.30,2.06,9-7,34-30,56-24,29-51,63.8%,25.1%,NA,0.6,3.6,8.1,10.9,12.5,14,14.1,NA,35.7,13.8,14.3,13.9,12.3,10.1,NA,1.7%,0.5%
8,Miami Heat,42.2,37.8,.528,-1.23,0.43,0.77,10-7,32-31,58-22,27-53,54.8%,6.4%,NA,0.3,2.5,5,7.6,11.3,13.8,14.3,NA,26.7,13.4,15.4,15.8,16,12.8,NA,0.7%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Brooklyn Nets,42.2,37.8,.527,1.26,0.19,2.01,8-8,34-30,56-24,25-55,55.9%,,NA,0.2,2.2,5,7.7,11.1,13.8,15.9,NA,26.2,13.3,15.5,15.6,16,13.5,NA,1.2%,0.4%
10,Cleveland Cavaliers,40.8,39.2,.510,1.79,-0.23,-0.03,9-8,32-31,54-26,26-54,40.8%,9.7%,NA,0.2,0.9,3.4,4.6,7.2,10.1,14.3,NA,16.4,9.9,13.1,17.8,19.9,22.9,NA,0.6%,0.2%
11,Toronto Raptors,39.7,40.3,.496,0.88,0.31,0.41,8-9,32-31,54-26,25-55,31.8%,,NA,NA,0.5,1.5,2.9,5.6,8.7,12.5,NA,10.5,8.1,11,14.9,20,35.5,NA,0.4%,0.1%
12,Chicago Bulls,30.0,50.0,.375,0.91,0.32,-4.65,5-13,25-37,44-36,16-64,0.3%,,NA,NA,NA,NA,NA,NA,0.1,0.2,NA,,NA,0.1,0.3,1.1,98.5,NA,,
