Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.6,19.4,.764,1.36,-1.20,11.50,22-6,41-13,74-8,48-34,100.0%,81.9%,81.4,16.7,1.9,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,50.9%,39.2%
2,Philadelphia 76ers,59.0,23.0,.719,-0.85,-0.47,10.48,20-8,39-15,69-13,46-36,100.0%,18.1%,17.8,68.6,12.5,1,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,38.6%,28.2%
3,Milwaukee Bucks,53.1,28.9,.648,-1.38,0.41,4.48,22-7,31-22,65-17,41-41,99.9%,94.4%,0.9,13.5,65.5,14.3,4.3,1.1,0.2,0.2,NA,99.5,0.4,0.1,NA,NA,,NA,4.6%,2.0%
4,Orlando Magic,48.1,33.9,.586,-0.02,-0.61,2.77,17-11,31-23,61-21,36-46,96.8%,78.1%,NA,0.9,12.7,42.6,20.5,11.4,5.4,3.4,NA,88.0,6.5,3.4,1.5,0.5,0.1,NA,2.3%,0.8%
5,Cleveland Cavaliers,45.1,36.9,.550,0.94,-0.71,1.11,17-13,28-24,57-25,33-49,86.6%,5.2%,NA,0.1,3.2,13.4,23.7,23.2,13.7,9.4,NA,63.5,16.4,10.4,6,2.6,1.1,NA,0.7%,0.1%
6,New York Knicks,45.4,36.6,.553,-0.25,0.57,2.29,16-12,29-25,58-24,33-49,89.2%,,NA,0.1,2.7,15.1,25.8,23.3,13.7,8.5,NA,67.0,15.6,9.4,4.9,2.2,1.0,NA,1.6%,0.5%
7,Miami Heat,43.6,38.4,.531,-1.19,0.25,0.19,17-12,27-26,56-26,30-52,75.1%,19.8%,NA,NA,1.2,9.9,13.9,17.5,18.1,14.4,NA,42.6,20.2,16.9,11.4,6,3.0,NA,0.4%,0.1%
8,Brooklyn Nets,41.1,40.9,.501,0.05,0.04,0.50,14-15,27-26,54-28,29-53,54.8%,,NA,NA,0.2,1.6,5.3,10.7,18.9,18.2,NA,17.7,16.6,20.7,19.3,14.6,11.2,NA,0.5%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Indiana Pacers,40.4,41.6,.492,-0.69,0.48,-0.01,14-14,26-28,55-27,25-57,47.2%,0.4%,NA,NA,0.2,1.3,4.5,8.3,15.3,17.7,NA,14.3,13.2,18.5,20.5,16.4,17.0,NA,0.2%,
10,Atlanta Hawks,38.9,43.1,.475,0.25,-0.05,-0.03,12-17,27-26,52-30,26-56,31.0%,2.1%,NA,NA,NA,0.7,1.6,3.3,9.6,15.8,NA,5.6,7.5,12.7,19.3,25.2,29.8,NA,0.1%,
11,Chicago Bulls,36.3,45.7,.443,0.18,-0.45,-2.24,13-18,23-28,49-33,24-58,11.8%,,NA,NA,NA,NA,0.3,0.9,3.2,7.4,NA,1.2,2.5,4.7,10.4,18.6,62.5,NA,,
12,Toronto Raptors,35.1,46.9,.428,0.47,-0.11,-1.91,11-18,24-29,48-34,23-59,7.6%,,NA,NA,NA,NA,0.2,0.5,1.9,5,NA,0.7,1.3,3.2,6.7,13.8,74.3,NA,,
13,Charlotte Hornets,22.1,59.9,.270,0.43,0.44,-10.02,7-20,15-40,38-44,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,21.2,60.8,.258,0.34,0.38,-9.20,5-23,16-38,35-47,11-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.5,66.5,.189,0.63,0.31,-11.09,2-27,14-39,28-54,4-78,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,57.9,24.1,.707,0.07,-0.63,7.03,22-6,36-18,72-10,45-37,100.0%,70.4%,69.5,20.3,7.1,2.3,0.6,0.2,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,29.9%,10.2%
2,Oklahoma City Thunder,54.4,27.6,.664,0.19,-0.56,7.26,18-9,36-19,66-16,40-42,99.8%,18.6%,18.1,38.1,25.3,11.3,4.3,1.7,0.7,0.3,NA,98.8,0.8,0.2,0.1,NA,,NA,28.4%,9.3%
3,Denver Nuggets,53.4,28.6,.651,0.32,-0.57,5.25,21-10,32-19,64-18,39-43,99.7%,11.0%,10.8,29.2,32.9,15.1,7.2,3,1,0.4,NA,98.2,1.2,0.4,0.2,NA,,NA,16.6%,4.8%
4,Los Angeles Clippers,48.1,33.9,.587,-0.26,-0.11,3.77,17-12,31-22,60-22,35-47,91.3%,56.8%,0.7,4.5,12,21.7,19.1,15.4,10.3,7.5,NA,73.5,11.3,7.8,4.6,2.2,0.6,NA,7.6%,1.7%
5,Houston Rockets,48.0,34.0,.585,0.14,-0.58,3.96,15-12,33-22,60-22,36-46,90.5%,65.1%,0.6,4.2,10.9,20.2,21.7,14.9,11,7.1,NA,72.4,11,8.4,4.9,2.7,0.7,NA,7.3%,1.4%
6,Golden State Warriors,45.6,36.4,.557,1.06,-0.86,2.54,15-14,31-22,59-23,32-50,75.0%,20.1%,0.1,1.2,3.6,8.7,12.3,17.8,17,14.5,NA,43.6,17.3,15.3,12.2,8.6,3.2,NA,3.7%,0.7%
7,New Orleans Pelicans,45.6,36.4,.556,-0.28,-0.06,2.16,17-13,29-23,58-24,33-49,74.3%,23.8%,0.1,1.2,3.3,8.5,12.2,16.8,16.9,15.5,NA,41.9,16.7,16.2,13.2,9,3.0,NA,3.2%,0.5%
8,Sacramento Kings,45.7,36.3,.558,1.17,-0.27,1.27,17-11,29-25,61-21,32-50,72.5%,19.3%,0.1,1,3.6,8.2,13.2,15.1,16.8,14.6,NA,41.1,17.8,17.2,14.3,7.5,2.1,NA,1.9%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Dallas Mavericks,43.5,38.5,.530,-0.92,0.39,0.22,17-12,26-27,56-26,31-51,51.1%,11.0%,NA,0.2,0.9,2.9,6.6,9.4,14.4,16.7,NA,20.1,13.4,17.7,21.8,18.3,8.7,NA,0.8%,0.1%
10,Los Angeles Lakers,41.7,40.3,.508,0.04,0.39,-0.13,16-14,26-26,55-27,28-54,34.8%,3.3%,NA,0.1,0.4,1.3,2.4,4.9,9.4,16.3,NA,9.1,8.5,12.6,19.5,31.7,18.7,NA,0.4%,0.1%
11,Phoenix Suns,38.5,43.5,.469,-1.72,0.75,-1.26,14-14,24-30,51-31,27-55,11.1%,0.5%,NA,NA,NA,0.1,0.4,0.9,2.5,7.1,NA,1.5,2,4.3,9.1,19.7,63.4,NA,0.1%,
12,Memphis Grizzlies,28.8,53.2,.351,-0.38,0.41,-5.70,9-19,20-34,43-39,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.2,99.9,NA,,
13,Utah Jazz,28.7,53.3,.350,-0.61,1.23,-6.98,12-18,17-35,43-39,17-65,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
14,Portland Trail Blazers,24.0,58.0,.292,-0.72,1.11,-7.47,7-21,17-37,37-45,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.5,63.5,.226,1.66,0.11,-10.70,4-24,15-39,31-51,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
