Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,57.8,24.2,.705,-0.17,0.88,4.18,52-20,6-4,62-20,52-30,100.0%,99.9%,16.0%,9.9%,58,1,0.099,mil
2,Boston Celtics,56.0,26.0,.683,-0.10,-0.26,5.51,50-23,6-3,59-23,51-31,100.0%,78.7%,26.8%,18.5%,56,1,0.185,bos
3,Philadelphia 76ers,54.9,27.1,.669,-0.22,1.67,5.02,49-23,6-4,59-23,49-33,100.0%,21.3%,21.0%,14.1%,55,1,0.141,phi
4,Cleveland Cavaliers,51.6,30.4,.630,0.05,-2.18,5.60,46-28,6-2,54-28,47-35,100.0%,0.1%,25.8%,17.7%,52,1,0.177,cle
5,New York Knicks,46.9,35.1,.572,0.20,-1.17,2.84,42-32,5-3,50-32,42-40,99.5%,,5.4%,2.9%,47,0.995,0.028999999999999998,ny
6,Brooklyn Nets,44.7,37.3,.545,0.35,-1.04,0.78,39-33,6-4,49-33,39-43,89.8%,,1.7%,0.7%,45,0.898,0.006999999999999999,bkn
7,Miami Heat,43.9,38.1,.536,0.21,-0.09,-0.18,40-34,4-4,48-34,40-42,85.1%,98.6%,1.0%,0.3%,44,0.851,0.003,mia
8,Atlanta Hawks,40.1,41.9,.489,-0.20,2.09,-0.16,36-37,4-5,45-37,36-46,43.4%,1.4%,0.5%,0.2%,40,0.434,0.002,atl
9,Chicago Bulls,39.4,42.6,.480,0.23,-0.74,0.87,34-38,5-5,44-38,34-48,36.8%,,0.8%,0.3%,39,0.368,0.003,chi
10,Toronto Raptors,39.7,42.3,.484,0.16,0.05,0.85,35-38,5-4,44-38,35-47,38.7%,,0.8%,0.3%,40,0.387,0.003,tor
11,Indiana Pacers,36.6,45.4,.446,0.09,1.73,-2.24,33-40,4-5,42-40,33-49,3.8%,,,0,37,0.038,0,ind
12,Washington Wizards,36.7,45.3,.447,0.26,-0.78,-0.77,32-41,5-4,41-41,32-50,2.8%,,,0,37,0.027999999999999997,0,wsh
13,Orlando Magic,33.6,48.4,.409,0.06,1.23,-2.65,30-43,4-5,39-43,30-52,0.1%,,,0,34,0.001,0,orl
14,Charlotte Hornets,26.0,56.0,.317,0.32,0.41,-5.82,23-50,3-6,32-50,23-59,0,,,0,26,0,0,cha
15,Detroit Pistons,18.7,63.3,.228,0.58,-0.50,-7.21,16-57,3-6,24-58,16-66,0,,,0,19,0,0,det
1,Denver Nuggets,54.2,27.8,.661,-0.42,0.84,3.48,49-24,5-4,58-24,49-33,100.0%,100.0%,27.8%,11.5%,54,1,0.115,den
2,Memphis Grizzlies,51.1,30.9,.623,-0.33,-0.50,3.59,45-27,6-4,55-27,46-36,100.0%,100.0%,26.3%,10.9%,51,1,0.109,mem
3,Sacramento Kings,48.8,33.2,.595,-0.28,-0.74,2.10,43-29,6-4,53-29,44-38,100.0%,98.8%,13.3%,4.5%,49,1,0.045,sac
4,Phoenix Suns,43.4,38.6,.529,-0.06,0.47,1.53,38-34,5-5,48-34,38-44,94.1%,1.1%,10.3%,2.9%,43,0.941,0.028999999999999998,phx
5,Golden State Warriors,42.1,39.9,.514,-0.12,0.11,0.29,38-36,4-4,46-36,38-44,76.0%,0.1%,4.1%,0.8%,42,0.76,0.008,gs
6,LA Clippers,42.2,39.8,.515,-0.34,1.17,-0.10,38-35,4-5,47-35,38-44,72.5%,,3.5%,0.7%,42,0.725,0.006999999999999999,lac
7,Oklahoma City Thunder,41.7,40.3,.508,0.02,-1.22,1.49,36-36,6-4,46-36,37-45,65.7%,,6.3%,1.9%,42,0.657,0.019,okc
8,Minnesota Timberwolves,41.0,41.0,.500,-0.08,-0.80,-0.33,37-37,4-4,45-37,37-45,54.8%,,2.1%,0.4%,41,0.5479999999999999,0.004,min
9,Dallas Mavericks,41.0,41.0,.500,-0.03,-1.78,0.44,36-37,5-4,45-37,36-46,50.6%,,2.8%,0.7%,41,0.506,0.006999999999999999,dal
10,New Orleans Pelicans,40.1,41.9,.489,-0.29,0.42,0.72,35-37,5-5,45-37,35-47,30.9%,,1.7%,0.5%,40,0.309,0.005,no
11,Los Angeles Lakers,40.5,41.5,.494,-0.07,-0.42,-0.29,36-37,5-4,45-37,36-46,33.1%,,1.2%,0.3%,40,0.331,0.003,lal
12,Utah Jazz,39.7,42.3,.484,-0.21,0.87,-0.27,35-37,5-5,45-37,35-47,21.9%,,0.8%,0.1%,40,0.21899999999999997,0.001,uta
13,Portland Trail Blazers,36.6,45.4,.446,-0.06,0.09,-1.72,32-40,5-5,42-40,32-50,0.5%,,,0,37,0.005,0,por
14,San Antonio Spurs,20.9,61.1,.254,0.18,0.75,-9.83,19-54,2-7,26-56,19-63,0,,,0,21,0,0,sa
15,Houston Rockets,20.5,61.5,.250,0.22,0.25,-7.57,18-55,3-6,26-56,18-64,0,,,0,20,0,0,hou
