Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.0,19.0,.769,0.28,-0.70,10.78,26-6,37-13,73-9,52-30,100.0%,89.8%,89.4,9.8,0.9,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,51.9%,36.5%
2,Philadelphia 76ers,58.0,24.0,.707,-0.51,-0.68,9.56,22-10,36-14,68-14,46-36,100.0%,10.2%,9.9,73.5,15.3,1.2,0.2,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,35.5%,22.6%
3,Milwaukee Bucks,53.0,29.0,.647,-1.06,0.36,4.52,24-9,29-20,64-18,40-42,99.9%,93.1%,0.7,15.6,65.9,12.2,3.8,1.2,0.3,0.2,NA,99.4,0.4,0.1,NA,NA,,NA,6.0%,2.2%
4,Orlando Magic,47.5,34.5,.580,0.07,-0.74,2.25,19-13,29-21,59-23,35-47,95.8%,75.8%,NA,0.9,10.4,38.5,21.6,13.4,7.1,4,NA,84.7,8.2,4.7,1.7,0.7,0.1,NA,2.3%,0.7%
5,New York Knicks,45.2,36.8,.551,0.48,0.08,2.05,18-15,27-22,58-24,30-52,87.7%,,NA,0.1,2.3,14.7,21.7,20.8,17.4,10.7,NA,59.6,19.1,13,5.4,2.1,0.9,NA,1.7%,0.5%
6,Indiana Pacers,44.5,37.5,.543,-0.45,0.29,1.55,18-14,27-23,57-25,33-49,84.1%,4.1%,NA,0.1,2.3,12,19.6,20.1,18,12,NA,54.1,18.8,15.1,6.9,3.4,1.8,NA,1.2%,0.2%
7,Cleveland Cavaliers,44.7,37.3,.545,1.06,-0.93,0.97,18-15,27-22,56-26,33-49,82.6%,2.9%,NA,0.1,1.9,11.1,18.1,20.5,18.8,12.2,NA,51.6,20.8,16.2,7.3,2.7,1.4,NA,0.8%,0.3%
8,Miami Heat,43.7,38.3,.533,-0.88,0.09,0.12,19-14,25-24,57-25,32-50,75.9%,23.4%,NA,0.1,1.1,10,13,18,19,14.8,NA,42.1,19.4,20.7,10.7,4.8,2.4,NA,0.5%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,37.4,44.6,.456,-0.20,0.18,-0.70,13-19,24-26,51-31,25-57,16.8%,0.9%,NA,NA,NA,0.2,0.4,1.2,3.9,11,NA,1.8,2.8,6.2,15.9,21.1,52.2,NA,0.1%,
