Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.0,17.0,.793,-0.01,-2.95,11.22,52-14,13-3,68-14,58-24,100.0%,100.0%,76.8%,60.4%,65,1,0.604,bos,Celtics
2,Cleveland Cavaliers,51.2,30.8,.624,-0.34,-1.11,3.70,42-25,9-6,57-25,44-38,100.0%,56.0%,6.7%,2.4%,51,1,0.024,cle,Cavaliers
3,Milwaukee Bucks,51.1,30.9,.623,-0.58,1.73,2.74,43-24,8-7,57-25,44-38,100.0%,43.6%,4.1%,1.3%,51,1,0.013000000000000001,mil,Bucks
4,New York Knicks,49.0,33.0,.597,-0.17,0.00,3.94,40-27,9-6,55-27,42-40,99.5%,,6.5%,2.2%,49,0.995,0.022000000000000002,ny,Knicks
5,Orlando Magic,47.5,34.5,.579,-0.38,-0.91,1.11,39-28,9-6,54-28,41-41,97.5%,84.2%,1.4%,0.3%,48,0.975,0.003,orl,Magic
6,Indiana Pacers,45.6,36.4,.556,-0.19,0.03,1.80,38-30,8-6,51-31,38-44,91.0%,0.4%,1.9%,0.5%,46,0.91,0.005,ind,Pacers
7,Philadelphia 76ers,45.2,36.8,.551,-0.49,-0.20,1.96,37-30,8-7,52-30,38-44,88.0%,,2.0%,0.5%,45,0.88,0.005,phi,76ers
8,Miami Heat,44.4,37.6,.541,-0.52,-0.60,0.04,36-30,8-8,51-31,37-45,81.8%,15.8%,0.7%,0.1%,44,0.818,0.001,mia,Heat
9,Chicago Bulls,39.5,42.5,.482,-0.24,-0.45,-1.83,33-35,7-7,45-37,34-48,23.2%,,0.1%,0,40,0.23199999999999998,0,chi,Bulls
10,Atlanta Hawks,35.9,46.1,.437,-0.31,0.51,-2.17,29-37,7-9,43-39,29-53,15.3%,,,0,36,0.153,0,atl,Hawks
11,Brooklyn Nets,32.9,49.1,.401,0.08,-0.85,-2.24,26-41,7-8,39-43,27-55,3.7%,,,0,33,0.037000000000000005,0,bkn,Nets
12,Toronto Raptors,28.7,53.3,.350,-0.14,0.20,-4.32,23-44,6-9,36-46,23-59,0,,,0,29,0,0,tor,Raptors
13,Charlotte Hornets,19.6,62.4,.240,-0.39,2.81,-10.31,17-51,3-11,26-56,17-65,0,,,0,20,0,0,cha,Hornets
14,Detroit Pistons,16.3,65.7,.199,-0.06,0.54,-8.26,12-54,4-12,23-59,12-70,0,,,0,16,0,0,det,Pistons
15,Washington Wizards,15.0,67.0,.183,0.07,0.28,-9.86,11-56,4-11,23-59,11-71,0,,,0,15,0,0,wsh,Wizards
1,Oklahoma City Thunder,57.0,25.0,.695,-0.29,0.73,7.35,47-20,10-5,62-20,50-32,100.0%,44.6%,34.2%,13.6%,57,1,0.136,okc,Thunder
2,Minnesota Timberwolves,56.4,25.6,.687,-0.03,-0.33,6.63,46-21,10-5,61-21,49-33,100.0%,33.2%,27.3%,9.7%,56,1,0.09699999999999999,min,T-Wolves
3,Denver Nuggets,56.4,25.6,.688,0.03,-0.19,4.60,47-20,9-6,62-20,49-33,100.0%,22.1%,12.3%,3.0%,56,1,0.03,den,Nuggets
4,LA Clippers,52.3,29.7,.638,0.27,-0.75,4.45,42-24,10-6,58-24,45-37,99.9%,98.0%,9.1%,2.2%,52,0.9990000000000001,0.022000000000000002,lac,Clippers
5,New Orleans Pelicans,50.3,31.7,.614,-0.10,0.42,5.05,41-26,9-6,56-26,44-38,99.4%,93.1%,11.2%,3.0%,50,0.9940000000000001,0.03,no,Pelicans
6,Sacramento Kings,46.6,35.4,.568,0.55,0.46,1.46,38-28,9-7,53-29,39-43,80.0%,1.4%,1.6%,0.2%,47,0.8,0.002,sac,Kings
7,Dallas Mavericks,46.4,35.6,.566,0.32,-0.86,1.64,38-29,8-7,52-30,40-42,76.6%,6.9%,1.5%,0.2%,46,0.7659999999999999,0.002,dal,Mavericks
8,Phoenix Suns,46.2,35.8,.563,-0.56,2.54,2.01,39-28,7-8,53-29,40-42,71.8%,0.5%,1.7%,0.2%,46,0.718,0.002,phx,Suns
9,Golden State Warriors,44.2,37.8,.539,0.39,-0.87,2.02,35-31,9-7,51-31,38-44,42.9%,0.1%,0.9%,0.2%,44,0.429,0.002,gs,Warriors
10,Los Angeles Lakers,43.1,38.9,.526,0.65,-0.34,0.08,36-32,7-7,50-32,37-45,24.0%,0.1%,0.2%,0,43,0.24,0,lal,Lakers
11,Houston Rockets,40.2,41.8,.491,0.28,-0.75,1.04,32-35,8-7,46-36,33-49,5.4%,,0.1%,0,40,0.054000000000000006,0,hou,Rockets
12,Utah Jazz,34.2,47.8,.417,0.21,2.41,-3.13,29-38,5-10,41-41,29-53,0,,,0,34,0,0,uta,Jazz
13,Memphis Grizzlies,27.9,54.1,.340,0.59,-0.57,-5.92,23-45,5-9,34-48,23-59,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.1,58.9,.282,0.66,0.82,-7.49,19-48,4-11,29-53,19-63,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,18.8,63.2,.229,0.71,0.65,-6.92,14-53,5-10,26-56,14-68,0,,,0,19,0,0,sa,Spurs
