Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.4,19.6,.761,0.50,-0.90,10.56,26-7,36-13,72-10,51-31,100.0%,86.6%,50.5%,34.7%,62,1,0.34700000000000003,bos,Celtics
2,Philadelphia 76ers,58.1,23.9,.709,-0.67,-0.59,9.48,23-10,35-14,69-13,46-36,100.0%,13.4%,37.8%,24.6%,58,1,0.24600000000000002,phi,76ers
3,Milwaukee Bucks,51.9,30.1,.633,-1.26,0.62,3.77,25-10,27-20,64-18,38-44,99.6%,84.0%,4.8%,1.7%,52,0.996,0.017,mil,Bucks
4,Orlando Magic,46.1,35.9,.562,0.03,-0.77,1.83,19-15,27-21,58-24,33-49,90.4%,58.1%,1.5%,0.3%,46,0.904,0.003,orl,Magic
5,Indiana Pacers,45.5,36.5,.554,-0.42,0.22,1.89,19-14,26-23,58-24,32-50,87.7%,8.5%,1.4%,0.4%,46,0.877,0.004,ind,Pacers
6,Cleveland Cavaliers,45.8,36.2,.558,0.70,-0.84,1.76,19-15,27-21,58-24,34-48,88.6%,7.5%,1.5%,0.3%,46,0.8859999999999999,0.003,cle,Cavaliers
7,New York Knicks,46.0,36.0,.560,0.37,0.03,2.37,19-15,27-21,58-24,34-48,90.8%,,1.9%,0.7%,46,0.9079999999999999,0.006999999999999999,ny,Knicks
8,Miami Heat,44.7,37.3,.545,-0.94,0.08,0.44,20-14,25-23,57-25,31-51,81.6%,40.0%,0.6%,0.1%,45,0.816,0.001,mia,Heat
9,Atlanta Hawks,38.4,43.6,.468,0.01,0.00,-0.39,14-19,24-25,50-32,25-57,23.6%,1.9%,0.1%,0,38,0.23600000000000002,0,atl,Hawks
10,Brooklyn Nets,36.5,45.5,.445,-0.03,0.15,-1.83,15-20,21-26,48-34,25-57,12.9%,,,0,36,0.129,0,bkn,Nets
11,Chicago Bulls,36.9,45.1,.450,0.90,-1.09,-1.94,15-21,22-24,48-34,26-56,13.1%,,,0,37,0.131,0,chi,Bulls
12,Toronto Raptors,36.4,45.6,.444,-0.19,0.14,-1.22,14-20,22-26,50-32,25-57,11.7%,,,0,36,0.11699999999999999,0,tor,Raptors
13,Charlotte Hornets,21.7,60.3,.264,0.52,0.31,-10.01,8-24,14-36,34-48,11-71,0,,,0,22,0,0,cha,Hornets
14,Washington Wizards,19.0,63.0,.232,0.08,0.50,-10.28,6-27,13-36,31-51,9-73,0,,,0,19,0,0,wsh,Wizards
15,Detroit Pistons,15.7,66.3,.192,0.77,0.00,-10.38,3-31,13-35,27-55,6-76,0,,,0,16,0,0,det,Pistons
1,Oklahoma City Thunder,57.9,24.1,.706,0.83,-1.14,8.90,23-10,35-14,69-13,44-38,100.0%,60.7%,43.3%,20.8%,58,1,0.20800000000000002,okc,Thunder
2,Minnesota Timberwolves,55.9,26.1,.681,0.72,-0.91,5.72,24-9,32-17,66-16,41-41,100.0%,27.1%,17.6%,5.9%,56,1,0.059000000000000004,min,T-Wolves
3,Denver Nuggets,54.5,27.5,.665,0.23,-0.55,5.54,25-11,30-16,65-17,43-39,99.9%,12.2%,16.3%,5.2%,54,0.9990000000000001,0.052000000000000005,den,Nuggets
4,LA Clippers,50.0,32.0,.610,-0.67,0.23,4.27,21-12,29-20,63-19,38-44,97.7%,82.1%,8.9%,2.3%,50,0.977,0.023,lac,Clippers
5,New Orleans Pelicans,48.0,34.0,.585,-0.50,0.11,3.41,21-14,27-20,59-23,37-45,91.5%,54.9%,5.5%,1.1%,48,0.915,0.011000000000000001,no,Pelicans
6,Houston Rockets,46.3,35.7,.565,0.07,-0.42,3.54,17-15,29-21,57-25,35-47,84.1%,36.9%,4.6%,1.1%,46,0.841,0.011000000000000001,hou,Rockets
7,Sacramento Kings,45.3,36.7,.552,0.44,0.27,1.04,20-13,25-24,58-24,31-51,72.3%,11.8%,1.2%,0.2%,45,0.723,0.002,sac,Kings
8,Golden State Warriors,43.4,38.6,.530,1.44,-1.14,1.97,16-18,27-21,55-27,31-51,57.7%,4.8%,1.5%,0.2%,43,0.5770000000000001,0.002,gs,Warriors
9,Dallas Mavericks,43.1,38.9,.526,-0.91,0.65,0.17,20-15,23-24,56-26,31-51,51.7%,8.2%,0.7%,0.1%,43,0.517,0.001,dal,Mavericks
10,Los Angeles Lakers,40.0,42.0,.488,0.46,0.23,-0.43,17-18,23-24,52-30,28-54,21.9%,0.7%,0.2%,0,40,0.21899999999999997,0,lal,Lakers
11,Phoenix Suns,40.2,41.8,.490,-1.68,1.04,-0.32,18-16,22-26,54-28,29-53,23.1%,0.7%,0.2%,0,40,0.231,0,phx,Suns
12,Utah Jazz,32.5,49.5,.397,-0.96,1.65,-4.82,16-19,17-30,44-38,20-62,0.2%,,,0,32,0.002,0,uta,Jazz
13,Memphis Grizzlies,27.4,54.6,.335,0.02,0.35,-6.57,11-23,16-32,38-44,16-66,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.1,58.9,.282,-0.93,1.57,-7.87,9-24,14-35,35-47,12-70,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,17.2,64.8,.210,1.12,0.38,-10.53,5-29,12-36,28-54,8-74,0,,,0,17,0,0,sa,Spurs
