Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,55.3,26.7,.674,-0.34,0.02,5.16,35-15,20-12,64-18,44-38,100.0%,86.1%,78.2,15.1,4.4,1.9,0.4,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.0%,21.4%
2,Philadelphia 76ers,51.0,31.0,.622,-0.45,0.53,3.41,31-16,20-15,62-20,41-41,99.8%,12.1%,10.1,31.2,26.3,17.6,9.7,3.6,0.9,0.3,NA,98.6,1.1,0.3,0.1,NA,,NA,15.8%,8.3%
3,Cleveland Cavaliers,49.7,32.3,.606,0.11,-0.79,4.36,30-21,20-11,59-23,39-43,99.6%,53.9%,5.4,22.3,26.5,20.8,15,7.1,1.8,0.8,NA,97.1,2.5,0.4,0.1,NA,,NA,22.2%,13.4%
4,Milwaukee Bucks,49.7,32.3,.607,-0.15,0.20,1.58,32-17,18-15,60-22,39-43,99.2%,46.0%,4.7,22.4,22.4,22.7,18,6.9,1.4,0.7,NA,97.1,2.1,0.5,0.2,NA,,NA,7.7%,3.4%
5,Brooklyn Nets,48.2,33.8,.588,-0.27,0.34,2.40,29-19,19-15,57-25,38-44,98.0%,1.7%,1.4,8.2,16,25.5,26.7,13.9,4.4,2.1,NA,91.5,6.1,1.6,0.6,0.1,0.1,NA,9.8%,4.4%
6,New York Knicks,44.2,37.8,.539,-0.21,0.44,1.83,27-23,17-15,54-28,35-47,81.5%,0.1%,0.1,0.3,1.7,4.5,12.1,25.7,23.3,13.8,NA,44.3,28.4,14,7.3,3.6,2.4,NA,5.5%,2.3%
7,Miami Heat,44.2,37.8,.539,-0.01,0.11,0.35,28-22,16-16,54-28,35-47,81.2%,76.1%,NA,0.5,2.5,6.1,14.3,28.2,17.7,11.9,NA,51.7,23.4,11.5,6.6,4,2.9,NA,2.8%,1.0%
8,Atlanta Hawks,40.7,41.3,.497,-0.25,0.30,-0.68,25-24,16-17,51-31,31-51,41.4%,16.1%,NA,NA,0.1,0.7,2.1,6.5,14.9,17.1,NA,9.4,13.6,19.9,19.6,15.9,21.6,NA,0.9%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.7,42.3,.484,0.46,-0.55,0.05,22-26,18-16,50-32,28-54,32.8%,0.1%,NA,NA,0.1,0.1,0.7,2.8,12.8,16.3,NA,3.8,8,18.1,18.7,18.5,33.0,NA,0.9%,0.4%
