Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.6,17.4,.788,0.03,-1.79,10.46,46-12,19-5,70-12,55-27,100.0%,100.0%,70.1%,49.9%,65,1,0.499,bos,Celtics
2,Cleveland Cavaliers,52.6,29.4,.641,-0.62,-0.05,4.37,38-20,15-9,61-21,42-40,100.0%,74.3%,9.7%,3.3%,53,1,0.033,cle,Cavaliers
3,Milwaukee Bucks,50.7,31.3,.619,-0.74,1.30,3.36,38-21,13-10,59-23,42-40,99.7%,25.0%,5.7%,1.9%,51,0.997,0.019,mil,Bucks
4,New York Knicks,48.6,33.4,.593,-0.19,0.19,3.69,35-24,14-9,56-26,40-42,97.9%,,6.2%,2.1%,49,0.9790000000000001,0.021,ny,Knicks
5,Orlando Magic,46.8,35.2,.570,0.17,-2.00,1.32,33-26,14-9,54-28,39-43,91.9%,55.2%,1.7%,0.2%,47,0.919,0.002,orl,Magic
6,Philadelphia 76ers,46.9,35.1,.572,-0.36,-0.61,2.93,33-25,14-10,56-26,37-45,93.4%,,3.8%,1.0%,47,0.934,0.01,phi,76ers
7,Miami Heat,45.8,36.2,.559,-0.37,-0.76,0.37,33-25,13-11,56-26,37-45,87.3%,44.8%,1.0%,0.2%,46,0.873,0.002,mia,Heat
8,Indiana Pacers,45.4,36.6,.554,-0.36,0.62,1.59,34-26,11-11,53-29,36-46,87.0%,0.7%,1.8%,0.5%,45,0.87,0.005,ind,Pacers
9,Chicago Bulls,38.5,43.5,.470,-0.31,-0.11,-1.55,28-31,11-12,48-34,31-51,21.4%,,,0,38,0.214,0,chi,Bulls
10,Atlanta Hawks,36.8,45.2,.449,-0.08,-0.18,-1.79,26-32,11-13,45-37,28-54,16.9%,,,0,37,0.16899999999999998,0,atl,Hawks
11,Brooklyn Nets,33.3,48.7,.406,0.49,-1.27,-2.41,22-36,11-13,42-40,24-58,3.4%,,,0,33,0.034,0,bkn,Nets
12,Toronto Raptors,31.8,50.2,.388,0.02,-0.37,-3.15,22-37,10-13,41-41,23-59,1.1%,,,0,32,0.011000000000000001,0,tor,Raptors
13,Charlotte Hornets,20.2,61.8,.246,-0.09,1.01,-10.60,15-43,5-19,28-54,15-67,0,,,0,20,0,0,cha,Hornets
14,Detroit Pistons,15.9,66.1,.194,0.20,-0.04,-8.46,9-49,7-17,25-57,9-73,0,,,0,16,0,0,det,Pistons
15,Washington Wizards,15.6,66.4,.190,0.38,-0.43,-9.48,9-49,7-17,25-57,9-73,0,,,0,16,0,0,wsh,Wizards
1,Oklahoma City Thunder,58.1,23.9,.708,-0.10,-0.58,8.19,41-17,17-7,65-17,49-33,100.0%,50.5%,41.5%,20.1%,58,1,0.201,okc,Thunder
2,Minnesota Timberwolves,57.6,24.4,.703,-0.26,-0.01,6.98,42-17,16-7,65-17,49-33,100.0%,46.4%,29.5%,12.7%,58,1,0.127,min,T-Wolves
3,Denver Nuggets,54.3,27.7,.662,-0.01,-0.22,4.13,40-19,14-9,62-20,46-36,100.0%,3.1%,8.4%,2.6%,54,1,0.026000000000000002,den,Nuggets
4,LA Clippers,52.5,29.5,.640,-0.02,-0.03,4.53,37-20,16-9,61-21,42-40,99.8%,97.0%,9.5%,3.0%,52,0.998,0.03,lac,Clippers
5,New Orleans Pelicans,48.2,33.8,.588,-0.15,0.18,4.01,35-25,13-9,56-26,40-42,95.1%,75.1%,5.7%,1.6%,48,0.951,0.016,no,Pelicans
6,Dallas Mavericks,46.3,35.7,.564,0.03,0.02,1.30,34-25,12-11,55-27,37-45,77.9%,24.9%,1.2%,0.2%,46,0.779,0.002,dal,Mavericks
7,Sacramento Kings,45.5,36.5,.555,0.46,0.50,0.72,33-25,12-12,53-29,37-45,69.9%,1.3%,0.9%,0.1%,46,0.6990000000000001,0.001,sac,Kings
8,Phoenix Suns,45.5,36.5,.554,-1.19,2.54,1.83,34-24,11-13,54-28,37-45,68.6%,1.2%,1.6%,0.4%,46,0.6859999999999999,0.004,phx,Suns
9,Golden State Warriors,44.3,37.7,.541,0.40,-0.81,2.30,30-27,14-11,53-29,35-47,54.2%,0.3%,1.4%,0.3%,44,0.542,0.003,gs,Warriors
10,Los Angeles Lakers,42.7,39.3,.521,0.30,0.75,-0.13,32-28,11-11,51-31,34-48,31.4%,0.2%,0.3%,0,43,0.314,0,lal,Lakers
11,Houston Rockets,38.0,44.0,.463,0.58,-1.32,0.31,25-33,13-11,47-35,29-53,3.0%,,,0,38,0.03,0,hou,Rockets
12,Utah Jazz,35.7,46.3,.435,-0.03,1.90,-2.84,27-32,9-14,44-38,28-54,0.2%,,,0,36,0.002,0,uta,Jazz
13,Memphis Grizzlies,29.3,52.7,.357,0.90,-1.41,-5.40,20-39,9-14,37-45,22-60,0,,,0,29,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.4,60.6,.261,0.50,1.10,-8.54,15-42,6-19,30-52,15-67,0,,,0,21,0,0,por,Blazers
15,San Antonio Spurs,17.2,64.8,.209,0.44,1.29,-8.24,11-48,6-17,26-56,11-71,0,,,0,17,0,0,sa,Spurs
