Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.3,16.7,.796,-0.48,-3.26,11.18,62-16,3-1,66-16,62-20,100.0%,100.0%,78.7%,63.3%,65,1,0.633,bos,Celtics
2,Milwaukee Bucks,48.7,33.3,.594,-0.45,5.21,2.46,47-31,2-2,51-31,47-35,99.9%,48.5%,3.2%,1.0%,49,0.9990000000000001,0.01,mil,Bucks
3,Cleveland Cavaliers,48.2,33.8,.587,-0.27,-4.73,2.10,46-33,2-1,49-33,46-36,99.2%,45.0%,2.7%,0.7%,48,0.992,0.006999999999999999,cle,Cavaliers
4,Orlando Magic,47.9,34.1,.584,-0.67,2.01,1.67,46-32,2-2,50-32,46-36,98.8%,91.4%,2.0%,0.5%,48,0.988,0.005,orl,Magic
5,New York Knicks,48.4,33.6,.590,-0.27,1.15,4.23,46-32,2-2,50-32,46-36,99.9%,,7.3%,3.1%,48,0.9990000000000001,0.031,ny,Knicks
6,Indiana Pacers,46.8,35.2,.571,-0.19,-1.94,2.35,45-34,2-1,48-34,45-37,96.7%,6.5%,2.7%,0.8%,47,0.9670000000000001,0.008,ind,Pacers
7,Miami Heat,45.5,36.5,.555,-0.53,-2.79,1.01,43-35,3-1,47-35,43-39,80.7%,8.6%,1.2%,0.3%,46,0.807,0.003,mia,Heat
8,Philadelphia 76ers,46.1,35.9,.562,-0.39,-3.34,2.13,44-35,2-1,47-35,44-38,84.8%,,2.2%,0.8%,46,0.848,0.008,phi,76ers
9,Chicago Bulls,39.0,43.0,.475,-0.20,-2.49,-1.87,37-41,2-2,41-41,37-45,20.3%,,,0,39,0.203,0,chi,Bulls
10,Atlanta Hawks,37.8,44.2,.461,-0.22,0.02,-1.84,36-42,2-2,40-42,36-46,19.8%,,0.1%,0,38,0.198,0,atl,Hawks
11,Brooklyn Nets,32.2,49.8,.393,-0.12,0.10,-2.86,31-48,1-2,34-48,31-51,0,,,0,32,0,0,bkn,Nets
12,Toronto Raptors,26.2,55.8,.319,-0.04,0.38,-6.06,25-53,1-3,29-53,25-57,0,,,0,26,0,0,tor,Raptors
13,Charlotte Hornets,19.6,62.4,.239,-0.04,3.56,-10.19,19-59,1-3,23-59,19-63,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,15.5,66.5,.189,-0.17,5.41,-9.55,15-64,0-3,18-64,15-67,0,,,0,16,0,0,wsh,Wizards
15,Detroit Pistons,14.0,68.0,.171,0.09,-0.76,-8.85,13-65,1-3,17-65,13-69,0,,,0,14,0,0,det,Pistons
1,Minnesota Timberwolves,56.8,25.2,.693,-0.05,-0.89,6.93,54-24,3-1,58-24,54-28,100.0%,61.1%,33.0%,11.7%,57,1,0.11699999999999999,min,T-Wolves
2,Denver Nuggets,56.7,25.3,.692,0.09,-2.47,5.11,54-24,3-1,58-24,54-28,100.0%,27.0%,15.5%,4.3%,57,1,0.043,den,Nuggets
3,Oklahoma City Thunder,55.8,26.2,.681,-0.04,0.31,6.32,53-25,3-1,57-25,53-29,100.0%,11.9%,23.4%,7.8%,56,1,0.078,okc,Thunder
4,LA Clippers,52.5,29.5,.640,0.09,0.53,3.74,50-28,2-2,54-28,50-32,100.0%,100.0%,9.0%,1.8%,52,1,0.018000000000000002,lac,Clippers
5,Dallas Mavericks,50.5,31.5,.616,0.21,-2.93,2.81,48-30,3-1,52-30,48-34,99.9%,97.9%,4.3%,0.8%,50,0.9990000000000001,0.008,dal,Mavericks
6,New Orleans Pelicans,48.5,33.5,.591,0.07,-0.56,4.57,46-32,2-2,50-32,46-36,90.6%,2.1%,8.1%,2.0%,48,0.9059999999999999,0.02,no,Pelicans
7,Phoenix Suns,47.7,34.3,.582,-0.20,4.12,2.73,46-32,2-2,50-32,46-36,76.9%,0.1%,2.6%,0.5%,48,0.769,0.005,phx,Suns
8,Sacramento Kings,47.2,34.8,.575,0.50,1.40,2.09,45-33,2-2,49-33,45-37,66.8%,,2.1%,0.3%,47,0.6679999999999999,0.003,sac,Kings
9,Los Angeles Lakers,46.5,35.5,.567,0.47,0.30,1.02,45-34,2-1,48-34,45-37,36.2%,,0.6%,0.1%,46,0.36200000000000004,0.001,lal,Lakers
10,Golden State Warriors,45.5,36.5,.555,0.24,-1.69,2.67,43-35,2-2,47-35,43-39,29.7%,,1.4%,0.2%,46,0.297,0.002,gs,Warriors
11,Houston Rockets,40.2,41.8,.490,0.20,-1.74,1.01,38-40,2-2,42-40,38-44,0,,,0,40,0,0,hou,Rockets
12,Utah Jazz,30.2,51.8,.368,0.55,3.13,-4.35,29-49,1-3,33-49,29-53,0,,,0,30,0,0,uta,Jazz
13,Memphis Grizzlies,28.3,53.7,.346,0.43,0.53,-6.35,27-51,1-3,31-51,27-55,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.9,60.1,.267,0.62,2.59,-8.02,21-57,1-3,25-57,21-61,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,20.5,61.5,.250,0.77,-0.94,-6.12,19-59,1-3,23-59,19-63,0,,,0,20,0,0,sa,Spurs
