Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,53.5,28.5,.652,-0.21,-0.11,5.03,26-12,27-17,65-17,42-40,100.0%,64.0%,26.2%,15.7%,54,1,0.157,bos
2,Cleveland Cavaliers,51.9,30.1,.633,-0.14,-0.30,5.02,25-14,27-16,64-18,39-43,99.9%,70.4%,25.2%,15.1%,52,0.9990000000000001,0.151,cle
3,Brooklyn Nets,51.3,30.7,.626,-0.08,0.04,3.92,25-13,26-18,63-19,39-43,99.7%,25.4%,16.5%,8.9%,51,0.997,0.08900000000000001,bkn
4,Milwaukee Bucks,49.2,32.8,.600,0.06,0.01,2.06,25-13,24-20,61-21,34-48,98.6%,28.9%,7.0%,3.1%,49,0.986,0.031,mil
5,Philadelphia 76ers,49.0,33.0,.598,-0.25,0.26,3.62,23-14,26-19,62-20,37-45,98.8%,10.1%,13.2%,7.0%,49,0.988,0.07,phi
6,New York Knicks,44.8,37.2,.546,-0.33,0.45,2.52,21-18,24-19,56-26,33-49,86.6%,0.6%,7.0%,3.1%,45,0.866,0.031,ny
7,Indiana Pacers,42.2,39.8,.515,0.17,0.11,-0.14,21-18,21-22,56-26,31-51,62.2%,0.7%,1.5%,0.4%,42,0.622,0.004,ind
8,Miami Heat,39.7,42.3,.484,-0.54,0.74,-0.98,20-19,20-23,52-30,28-54,36.3%,43.5%,0.5%,0.1%,40,0.363,0.001,mia
9,Chicago Bulls,39.4,42.6,.481,0.85,-0.49,-0.18,17-21,22-22,51-31,28-54,34.2%,0.1%,0.8%,0.3%,39,0.342,0.003,chi
10,Washington Wizards,39.2,42.8,.478,0.56,-0.42,-0.03,17-22,22-21,50-32,28-54,31.9%,33.0%,0.9%,0.3%,39,0.319,0.003,wsh
11,Atlanta Hawks,38.4,43.6,.469,-0.27,0.28,-1.16,18-20,20-24,50-32,27-55,23.1%,23.3%,0.3%,0.1%,38,0.231,0.001,atl
12,Toronto Raptors,38.9,43.1,.474,0.68,-0.41,0.47,16-22,23-21,51-31,26-56,28.6%,,0.9%,0.3%,39,0.28600000000000003,0.003,tor
13,Orlando Magic,30.8,51.2,.375,-0.20,0.53,-3.99,14-24,17-27,43-39,17-65,0.3%,0.2%,,0,31,0.003,0,orl
14,Charlotte Hornets,24.2,57.8,.295,0.47,0.19,-6.68,10-29,14-29,37-45,15-67,0,,,0,24,0,0,cha
15,Detroit Pistons,25.6,56.4,.312,0.89,-0.25,-6.19,11-30,15-26,37-45,15-67,0,,,0,26,0,0,det
1,Memphis Grizzlies,52.5,29.5,.641,0.08,-0.56,4.94,24-13,29-16,64-18,41-41,99.9%,63.1%,30.4%,16.7%,52,0.9990000000000001,0.16699999999999998,mem
2,New Orleans Pelicans,50.9,31.1,.620,-0.27,-0.24,4.36,24-14,27-17,62-20,36-46,99.7%,32.3%,25.6%,13.5%,51,0.997,0.135,no
3,Denver Nuggets,47.8,34.2,.583,-0.52,0.30,1.37,24-13,24-21,61-21,36-46,97.3%,86.3%,7.8%,2.8%,48,0.973,0.027999999999999997,den
4,Dallas Mavericks,46.6,35.4,.568,-0.05,-0.21,2.27,22-16,25-19,59-23,34-48,95.4%,4.6%,10.9%,4.1%,47,0.9540000000000001,0.040999999999999995,dal
5,Phoenix Suns,44.6,37.4,.544,0.22,-0.19,2.60,20-19,25-18,55-27,33-49,87.4%,49.5%,10.4%,4.2%,45,0.8740000000000001,0.042,phx
6,Sacramento Kings,44.1,37.9,.538,-0.02,-0.32,1.14,20-17,24-21,57-25,31-51,80.3%,34.2%,5.5%,1.9%,44,0.8029999999999999,0.019,sac
7,Portland Trail Blazers,41.9,40.1,.511,-0.44,0.24,0.29,19-18,23-22,55-27,29-53,58.6%,7.2%,2.5%,0.8%,42,0.586,0.008,por
8,Utah Jazz,41.2,40.8,.502,0.11,-0.26,0.71,19-21,22-20,53-29,30-52,51.8%,5.3%,3.1%,0.9%,41,0.518,0.009000000000000001,uta
9,LA Clippers,41.0,41.0,.500,-0.88,0.59,-0.83,21-18,20-23,53-29,29-53,45.5%,8.0%,1.2%,0.4%,41,0.455,0.004,lac
10,Golden State Warriors,40.7,41.3,.496,-0.12,0.19,-0.56,20-19,21-22,52-30,29-53,45.7%,7.9%,1.5%,0.5%,41,0.457,0.005,gs
11,Minnesota Timberwolves,38.0,44.0,.464,-0.27,0.18,-1.17,18-21,20-23,49-33,26-56,18.0%,0.9%,0.5%,0.1%,38,0.18,0.001,min
12,Oklahoma City Thunder,37.0,45.0,.452,0.20,-0.01,-0.77,16-22,21-23,49-33,26-56,13.0%,0.3%,0.3%,0.1%,37,0.13,0.001,okc
13,Los Angeles Lakers,36.5,45.5,.445,-0.47,0.57,-1.87,17-21,19-25,49-33,24-58,7.6%,0.4%,0.1%,0,36,0.076,0,lal
14,San Antonio Spurs,23.9,58.1,.291,0.27,0.44,-8.94,12-26,12-32,36-46,14-68,0,,,0,24,0,0,sa
15,Houston Rockets,25.4,56.6,.310,0.42,0.07,-6.08,10-28,15-29,40-42,15-67,0,,,0,25,0,0,hou
