Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.0,20.0,.756,0.61,-1.89,9.63,37-12,25-8,70-12,53-29,100.0%,99.4%,57.5%,39.7%,62,1,0.397,bos,Celtics
2,New York Knicks,53.0,29.0,.646,-0.49,0.33,5.55,32-17,21-12,63-19,42-40,99.9%,0.4%,14.6%,6.6%,53,0.9990000000000001,0.066,ny,Knicks
3,Cleveland Cavaliers,52.1,29.9,.635,-0.27,-0.74,4.14,30-16,22-14,62-20,39-43,99.8%,62.8%,7.8%,2.9%,52,0.998,0.028999999999999998,cle,Cavaliers
4,Philadelphia 76ers,52.1,29.9,.635,-0.97,-0.02,5.29,30-17,22-13,62-20,43-39,99.9%,0.2%,12.0%,5.5%,52,0.9990000000000001,0.055,phi,76ers
5,Milwaukee Bucks,50.9,31.1,.621,-0.80,0.70,3.13,32-16,19-15,60-22,41-41,99.7%,35.2%,4.7%,1.3%,51,0.997,0.013000000000000001,mil,Bucks
6,Indiana Pacers,45.5,36.5,.554,0.02,-0.50,1.80,27-22,18-15,56-26,33-49,91.8%,2.0%,2.0%,0.5%,46,0.9179999999999999,0.005,ind,Pacers
7,Orlando Magic,44.4,37.6,.541,0.24,-1.52,0.95,25-23,19-15,53-29,34-48,87.6%,78.1%,1.0%,0.2%,44,0.8759999999999999,0.002,orl,Magic
8,Miami Heat,41.0,41.0,.499,-0.50,-0.32,-1.63,25-23,16-18,52-30,31-51,63.0%,21.6%,0.2%,0,41,0.63,0,mia,Heat
9,Chicago Bulls,37.2,44.8,.453,-0.79,0.50,-2.22,23-26,14-19,49-33,27-55,24.5%,,,0,37,0.245,0,chi,Bulls
10,Atlanta Hawks,35.0,47.0,.427,-0.18,0.04,-2.86,20-27,15-20,45-37,25-57,10.9%,0.3%,,0,35,0.109,0,atl,Hawks
11,Brooklyn Nets,35.4,46.6,.432,-0.07,-0.12,-1.22,19-28,16-19,46-36,26-56,17.9%,,0.1%,0,35,0.179,0,bkn,Nets
12,Toronto Raptors,33.0,49.0,.403,0.03,-0.37,-2.08,17-30,16-19,43-39,23-59,4.9%,,,0,33,0.049,0,tor,Raptors
13,Washington Wizards,18.1,63.9,.220,-0.40,0.76,-9.38,9-38,9-26,28-54,11-71,0,,,0,18,0,0,wsh,Wizards
14,Charlotte Hornets,17.5,64.5,.214,-0.01,0.64,-11.69,10-36,8-28,26-56,10-72,0,,,0,18,0,0,cha,Hornets
15,Detroit Pistons,15.0,67.0,.183,0.14,0.20,-9.50,6-41,9-26,23-59,7-75,0,,,0,15,0,0,det,Pistons
1,Oklahoma City Thunder,57.1,24.9,.696,0.15,-0.83,7.94,33-15,24-10,65-17,48-34,100.0%,51.2%,37.5%,19.6%,57,1,0.196,okc,Thunder
2,Minnesota Timberwolves,56.7,25.3,.691,0.07,-0.43,6.16,34-14,23-11,65-17,46-36,100.0%,39.9%,21.6%,9.0%,57,1,0.09,min,T-Wolves
3,LA Clippers,54.7,27.3,.667,-0.03,-0.19,6.32,31-15,24-12,64-18,44-38,100.0%,99.1%,20.4%,8.5%,55,1,0.085,lac,Clippers
4,Denver Nuggets,54.3,27.7,.662,0.62,-1.07,4.56,33-16,21-12,64-18,44-38,100.0%,8.9%,11.3%,4.0%,54,1,0.04,den,Nuggets
5,New Orleans Pelicans,47.8,34.2,.583,0.31,-0.56,3.95,27-21,21-13,58-24,36-46,96.0%,87.0%,5.3%,1.6%,48,0.96,0.016,no,Pelicans
6,Sacramento Kings,45.0,37.0,.549,0.09,0.87,0.79,27-19,18-18,56-26,34-48,79.9%,0.5%,1.1%,0.2%,45,0.799,0.002,sac,Kings
7,Phoenix Suns,45.0,37.0,.549,-1.05,1.32,1.41,28-20,17-17,55-27,35-47,78.9%,0.4%,1.3%,0.2%,45,0.789,0.002,phx,Suns
8,Dallas Mavericks,42.7,39.3,.520,0.14,0.01,-0.24,26-22,17-17,53-29,33-49,52.3%,9.6%,0.4%,0.1%,43,0.523,0.001,dal,Mavericks
9,Houston Rockets,40.6,41.4,.495,0.19,-0.29,1.15,22-25,19-16,51-31,31-51,32.3%,3.4%,0.5%,0.1%,41,0.32299999999999995,0.001,hou,Rockets
10,Golden State Warriors,40.5,41.5,.494,1.05,-1.01,0.86,20-24,20-18,50-32,30-52,30.4%,,0.6%,0.1%,40,0.304,0.001,gs,Warriors
11,Los Angeles Lakers,40.3,41.7,.491,0.55,0.26,-0.66,25-25,15-17,52-30,30-52,24.3%,,0.1%,0,40,0.243,0,lal,Lakers
12,Utah Jazz,37.7,44.3,.460,0.21,0.89,-2.13,24-26,14-18,48-34,28-54,5.9%,,,0,38,0.059000000000000004,0,uta,Jazz
13,Memphis Grizzlies,31.7,50.3,.386,0.59,-0.31,-4.56,18-30,14-20,42-40,22-60,0,,,0,32,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.8,57.2,.302,0.37,1.04,-7.80,15-33,10-24,35-47,16-66,0,,,0,25,0,0,por,Blazers
15,San Antonio Spurs,18.9,63.1,.231,0.24,1.19,-8.28,10-38,9-25,29-53,11-71,0,,,0,19,0,0,sa,Spurs
