Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.9,25.1,.694,-0.24,-0.14,6.10,32-12,25-13,67-15,46-36,100.0%,93.0%,86.9,10.1,2.3,0.6,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,38.4%,25.9%
2,Cleveland Cavaliers,50.6,31.4,.618,-0.02,-0.39,4.49,27-17,24-14,61-21,40-42,99.7%,78.4%,6.5,36.8,26.4,15.6,8.6,4,1.2,0.5,NA,97.9,1.6,0.4,0.1,NA,,NA,20.3%,11.1%
3,Brooklyn Nets,50.6,31.4,.617,0.07,-0.09,3.36,27-15,24-16,62-20,39-43,99.5%,5.2%,4.7,29.6,29.6,19.3,10.3,4.2,1.2,0.5,NA,97.7,1.6,0.5,0.1,0.1,,NA,13.9%,6.9%
4,Philadelphia 76ers,48.6,33.4,.593,-0.58,0.71,3.03,27-16,22-17,59-23,38-44,98.5%,1.7%,1.3,12.9,20.3,26.5,19.4,11.9,3.9,2.2,NA,92.4,5,1.7,0.7,0.2,,NA,11.0%,5.6%
5,Milwaukee Bucks,47.0,35.0,.573,-0.14,0.28,0.75,27-16,20-19,59-23,36-46,93.8%,20.8%,0.5,7.7,12.6,19.2,23.5,17.8,7.7,4.8,NA,81.3,10.1,5,2.2,1,0.4,NA,3.7%,1.2%
6,New York Knicks,45.9,36.1,.560,-0.49,0.71,2.56,25-19,21-17,58-24,35-47,91.5%,0.1%,0.1,2.3,6.7,12.7,21.4,26.8,13.4,8,NA,70.0,16.6,7.9,3.3,1.3,0.8,NA,7.7%,3.3%
7,Miami Heat,42.8,39.2,.522,-0.16,0.35,0.14,24-20,19-19,55-27,31-51,67.8%,76.4%,NA,0.4,1.5,4,9.4,16.5,20.9,15.1,NA,31.8,23.5,17.3,11.2,8.4,7.8,NA,1.8%,0.7%
8,Indiana Pacers,41.4,40.6,.505,0.17,0.05,-0.38,23-21,18-20,52-30,31-51,50.2%,0.7%,NA,0.1,0.3,1.3,3.4,8.4,18.2,18.5,NA,13.5,15.5,22.4,20.5,14,14.1,NA,1.0%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,40.2,41.8,.491,0.91,-0.88,0.28,20-24,20-18,50-32,30-52,38.2%,0.2%,NA,NA,0.2,0.4,1.9,4.8,13.6,17.3,NA,7.3,11.1,17.8,20.5,17.8,25.5,NA,1.1%,0.3%
10,Atlanta Hawks,39.1,42.9,.476,-0.28,0.34,-1.26,21-22,18-21,49-33,28-54,24.3%,15.5%,NA,NA,0.1,0.2,1.1,2.9,8.4,11.6,NA,4.3,6.8,11.2,16.3,20,41.5,NA,0.3%,
11,Toronto Raptors,38.7,43.3,.472,0.23,-0.07,0.48,19-24,20-19,51-31,28-54,21.8%,,NA,NA,NA,0.2,0.6,1.4,6.8,12.8,NA,2.2,4.9,9.3,14.2,19.8,49.7,NA,0.6%,0.2%
